symbol,name,market,date,close,open,high,low,volume,pivot_high,volume_ma20,volume_ratio,price_change_pct,score,scan_date
076080,웰크론한텍,KOSDAQ,2026-01-28,1544.0,1489.0,1761.0,1450.0,10110033,1357.0,159307,63.46249887010756,13.780397936624908,3150.6857393786277,2026-01-28
003620,모빌리티,KOSPI,2026-01-28,3980.0,3655.0,4670.0,3650.0,40062356,3970.0,830977,48.21110263114129,10.70931849791377,2381.9737685528917,2026-01-28
092300,현우산업,KOSDAQ,2026-01-28,3665.0,3235.0,3880.0,3230.0,4196084,3445.0,94870,44.229387394139096,13.46749226006192,2188.4043542270783,2026-01-28
002760,보락,KOSPI,2026-01-28,1284.0,1175.0,1430.0,1146.0,34864937,1270.0,926522,37.62988499308516,14.031971580817052,1859.5581928158922,2026-01-28
033540,파라텍,KOSDAQ,2026-01-28,1394.0,1350.0,1678.0,1345.0,12950770,1375.0,373304,34.69225579610846,7.894736842105263,1700.4022634896337,2026-01-28
046440,모빌리언스,KOSDAQ,2026-01-28,5380.0,5240.0,6380.0,5190.0,6076275,5190.0,176788,34.37028745066141,4.263565891472868,1677.0415043160162,2026-01-28
458650,성우,KOSDAQ,2026-01-28,12790.0,11500.0,13870.0,11460.0,4589915,11730.0,153781,29.847039219670798,15.225225225225225,1472.8024114339903,2026-01-28
253590,네오셈,KOSDAQ,2026-01-28,16490.0,14230.0,16490.0,13840.0,11739297,12690.0,490558,23.930453611176965,29.944838455476752,1206.4123574698017,2026-01-28
383310,에코프로에이치엔,KOSDAQ,2026-01-28,36450.0,28050.0,36450.0,28050.0,2600309,28800.0,146900,17.701176341649287,29.946524064171122,894.9518652108065,2026-01-28
299660,셀리드,KOSDAQ,2026-01-28,3430.0,2700.0,3430.0,2685.0,4284757,3085.0,278766,15.370393687342363,29.924242424242426,778.368169215603,2026-01-28
450080,에코프로머티,KOSPI,2026-01-28,74600.0,65000.0,77100.0,64900.0,5890650,67000.0,433893,13.576259332792416,15.301391035548686,659.4157487107182,2026-01-28
151860,에코솔루션,KOSDAQ,2026-01-28,6410.0,5900.0,6690.0,5860.0,1679848,6260.0,129679,12.95385888346911,8.828522920203735,615.349990013863,2026-01-28
459550,알트,KOSDAQ,2026-01-28,4905.0,3820.0,4905.0,3760.0,24203484,4150.0,2234184,10.83325043583569,29.933774834437088,551.5300714606587,2026-01-28
146060,율촌,KOSDAQ,2026-01-28,1679.0,1452.0,1880.0,1448.0,8018400,1577.0,730640,10.974481360838974,15.953038674033149,530.630145390015,2026-01-28
048410,현대바이오,KOSDAQ,2026-01-28,9300.0,9900.0,10390.0,8880.0,13411374,8110.0,1337449,10.027573375475232,14.67324290998767,480.72515459373693,2026-01-28
270810,코스닥150,KOSPI,2026-01-28,20160.0,18945.0,20210.0,18940.0,5374054,18925.0,524142,10.253045833745118,7.319669949427735,477.29163158611135,2026-01-28
422420,차전지액티브,KOSPI,2026-01-28,9080.0,8490.0,9090.0,8490.0,6526920,8495.0,689184,9.470501500179488,7.71055753262159,438.94619007421755,2026-01-28
