symbol,name,sector,current_price,has_disclosure,disclosure_count,returns_1y,volatility,volume_avg,score_momentum,score_stability,score_value,score_nps,total_score,grade,rank
005930,삼성전자,,204250.0,True,2605,2.5460069444444446,0.4601537880455093,21829879.76639344,90,30,30,80,61.5,B,1
