symbol,name,sector,current_price,has_disclosure,disclosure_count,returns_1y,volatility,volume_avg,score_momentum,score_stability,score_value,score_nps,total_score,grade,rank
005930,삼성전자,,183300.0,True,2605,2.1822916666666665,0.45839349204050783,21918825.962809917,90,30,30,80,61.5,B,1
