Price,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,
2025-10-10,93943.328125,94042.84436242055,92251.55208885063,93545.2631753178,35269748
2025-10-13,92848.6484375,92948.16467376742,90261.22629454716,90858.32371215166,23883308
2025-10-14,91156.875,95535.58951965066,89763.64765283844,94838.97584606988,35545235
2025-10-15,94540.421875,94838.9705756579,91654.45110197368,91853.48356907895,21050111
2025-10-16,97227.3671875,97227.3671875,94540.4286879478,94838.97741012026,28141060
2025-10-17,97426.3984375,98620.59331109551,96232.20356390449,96729.78476123595,22730809
2025-10-20,97625.4296875,97824.46216392712,95535.58868501529,97426.39721107288,17589756
2025-10-21,97028.328125,99416.71774038461,96829.29565705128,98023.49046474359,22803830
2025-10-22,98123.0078125,98123.0078125,95038.00452427738,96630.26428594066,15937611
2025-10-23,96033.171875,98023.49668069948,95834.13939443005,96331.72059585492,18488581
2025-10-24,98322.0390625,98521.07153023785,97227.3604899418,97426.39295767967,18801925
2025-10-27,101506.5625,101506.5625,100113.33517156863,100809.94883578431,22169970
2025-10-28,99018.65625,100511.39981155779,98620.59130025125,100411.8835741206,20002282
2025-10-29,100013.8203125,100511.40150808459,98620.59296486319,99715.27159514926,20899788
2025-10-30,103596.40625,105288.18233669548,101506.5652017291,101904.63016330451,34570017
2025-10-31,106979.953125,108074.63171511628,102800.27123546512,104492.04723837209,54824564
2025-11-03,110562.5390625,110960.60400961971,105984.79217062332,106382.85711774303,30110066
2025-11-04,104392.53125,111856.24892755004,104392.53125,111259.15151334603,30450281
2025-11-05,100113.3359375,101506.56327659046,96232.202635748,100511.40089152585,44843020
2025-11-06,98720.109375,103297.85638230847,98322.04441784274,103198.34014301914,28655689
2025-11-07,97426.3984375,99814.78818469102,95834.13860603933,95933.65484550562,22908083
2025-11-10,100113.3359375,100511.40089152585,97426.39749782554,98123.01116737077,23842327
2025-11-11,102999.3046875,105487.2105978261,101506.56114130435,103198.33716032609,27742542
2025-11-12,102601.2421875,103397.37209778128,101108.4986057226,102501.72594871484,19413497
2025-11-13,102302.6953125,103695.92268056907,101805.1141096182,102004.14659077092,20838741
2025-11-14,96729.78125,99118.17091049382,96729.78125,98521.07349537036,21806342
2025-11-17,100113.3359375,100511.40089152585,99018.65731392892,99317.20602944831,17192584
2025-11-18,97326.8828125,100411.88625543201,97028.33409221626,99317.20761439162,18684068
2025-11-19,96033.171875,97028.33427784973,94142.36330958549,96630.26931670983,18993346
2025-11-20,100113.3359375,102402.20942314861,99018.65731392892,100411.88465301938,25360435
2025-11-21,94341.390625,96331.71532172995,94042.84192049051,95137.52050369198,23103574
2025-11-24,96232.203125,98521.07662228541,95734.62192993794,97326.8817541365,29831172
2025-11-25,98819.625,100909.4660120846,97326.88141993959,100909.4660120846,16110054
2025-11-26,102302.6953125,102402.21155307637,98819.62689232733,100013.82177924368,21314975
2025-11-27,102999.3046875,104989.62941576086,102203.17479619566,103596.40210597827,16453004
2025-11-28,100013.8203125,103297.85620335821,100013.8203125,103297.85620335821,15292277
2025-12-01,100312.3671875,102302.69193328373,99416.72105189732,101506.56203497024,10905526
2025-12-02,102899.7890625,102999.30529950434,100511.39937439555,100710.43184840425,13649487
2025-12-03,103994.46875,104989.63113038278,103496.88755980862,104193.50122607657,14697927
2025-12-04,104591.5625,104591.5625,102700.75404376784,103397.36768553758,11931145
2025-12-05,107875.6015625,107875.6015625,104093.98453355627,104790.59819678275,19755571
2025-12-08,108970.28125,109467.86244292237,107477.53767123287,109169.31372716895,15527762
2025-12-09,107875.6015625,108870.76393853783,106780.9229488584,108373.18275051891,13671800
2025-12-10,107477.5390625,109268.83138020833,106880.44162326389,107776.08778211806,12365092
2025-12-11,106780.921875,109965.44144629543,106780.921875,108671.73037045666,22994507
2025-12-12,108373.1796875,108373.1796875,106283.33875688705,106581.88746126034,14210314
2025-12-15,104293.015625,105288.17798783396,104093.9831524332,104790.59680641699,20594654
2025-12-16,102302.6953125,105089.15004863814,102203.17907192365,104392.5363646036,18852079
2025-12-17,107378.015625,107577.04809140408,102899.78513090825,102999.30136411029,22297611
2025-12-18,107079.46875,107676.56615938662,105188.66028694238,105885.27393122677,20445631
2025-12-19,105785.7578125,109169.30980273988,105686.24157749294,109169.30980273988,25917098
2025-12-22,109965.4453125,109965.4453125,108771.25043127827,109169.31539168551,24859171
2025-12-23,110960.6015625,111955.76390835202,109865.92298206278,110363.50415498878,20419187
2025-12-24,110562.5390625,111856.25014063907,110363.50658894014,111856.25014063907,12492939
2025-12-26,116434.0,116434.0,111856.25299145299,111856.25299145299,34018174
2025-12-29,119500.0,119700.0,118200.0,119400.0,19676004
2025-12-30,119900.0,121200.0,118700.0,119100.0,19746349
2026-01-02,128500.0,128500.0,120200.0,120200.0,30463279
2026-01-05,138100.0,138600.0,133600.0,134600.0,42863376
2026-01-06,138900.0,139300.0,132700.0,135300.0,45321341
2026-01-07,141000.0,144400.0,137600.0,143500.0,46317413
2026-01-08,138800.0,144500.0,138300.0,138300.0,41449329
2026-01-09,139000.0,140700.0,135200.0,136000.0,29520566
2026-01-12,138800.0,142000.0,136900.0,141000.0,26271134
2026-01-13,137600.0,140200.0,136900.0,139800.0,22384699
2026-01-14,140300.0,140300.0,136800.0,137000.0,18444394
2026-01-15,143900.0,144000.0,138300.0,139000.0,24701126
2026-01-16,148900.0,149500.0,144300.0,145300.0,30000219
2026-01-19,149300.0,150600.0,146600.0,147200.0,22762497
2026-01-20,145200.0,149300.0,143900.0,148500.0,24059218
2026-01-21,149500.0,149800.0,141800.0,141900.0,31703610
2026-01-22,152300.0,157000.0,150800.0,155000.0,32073624
2026-01-23,152100.0,156000.0,150100.0,154700.0,25407497
2026-01-26,152100.0,156400.0,151500.0,154900.0,20561689
2026-01-27,159500.0,159500.0,149200.0,150500.0,29423670
2026-01-28,162400.0,163300.0,160200.0,162600.0,29456431
2026-01-29,160700.0,166600.0,157100.0,166200.0,36087223
2026-01-30,160500.0,166500.0,160100.0,160100.0,40557267
2026-02-02,150400.0,159600.0,150400.0,155700.0,39748369
2026-02-03,167500.0,167500.0,157200.0,157900.0,36529813
2026-02-04,169100.0,169400.0,163100.0,163500.0,29943042
2026-02-05,159300.0,164000.0,158500.0,162000.0,38435228
2026-02-06,158600.0,160300.0,151600.0,154100.0,36358081
2026-02-09,166400.0,168700.0,165000.0,168600.0,25098971
2026-02-10,165800.0,168100.0,165500.0,167400.0,19369566
2026-02-11,167800.0,168600.0,162000.0,164000.0,22760242
2026-02-12,178600.0,179600.0,170100.0,171200.0,41296011
2026-02-13,181200.0,184400.0,178900.0,179500.0,34454192
2026-02-19,190000.0,190900.0,187100.0,188000.0,27049388
2026-02-20,190100.0,190300.0,188600.0,190000.0,24213880
2026-02-23,193000.0,197600.0,190500.0,194400.0,26364684
2026-02-24,200000.0,200000.0,192000.0,193000.0,28060617
2026-02-25,203500.0,206000.0,201000.0,202500.0,26987996
2026-02-26,218000.0,219000.0,206000.0,206500.0,30095763
