symbol,name,market,strategy,score,price,volatility,returns_6m,max_dd,rsi,details
495850,코리아밸류업,KOSPI,배당성장,70,24780.0,51.14,84.46,-18.9,47.1,"['❌ 변동성 51.1% (높음)', '✅ 꾸준한 성장 (6M 84.5%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-18.9%)', '✅ RSI 적정 (47.1)']"
496080,코리아밸류업,KOSPI,배당성장,70,24860.0,52.61,84.78,-19.14,47.3,"['❌ 변동성 52.6% (높음)', '✅ 꾸준한 성장 (6M 84.8%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-19.1%)', '✅ RSI 적정 (47.3)']"
497520,일라이릴리밸류체인,KOSPI,배당성장,70,12105.0,22.09,13.83,-13.41,31.1,"['✅ 변동성 22.1% (매우 안정)', '✅ 꾸준한 성장 (6M 13.8%)', '✅ 낙폭 작음 (-13.4%)']"
497880,금리,KOSPI,배당성장,70,50075.0,0.24,1.48,-0.04,81.5,"['✅ 변동성 0.2% (매우 안정)', '⚡ 안정적 (6M 1.5%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-0.0%)']"
498400,타겟위클리커버드콜,KOSPI,배당성장,70,17270.0,51.19,64.54,-19.91,45.7,"['❌ 변동성 51.2% (높음)', '✅ 꾸준한 성장 (6M 64.5%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-19.9%)', '✅ RSI 적정 (45.7)']"
005990,매일홀딩스,KOSDAQ,배당성장,68,11200.0,35.34,0.99,-16.78,46.2,"['⚡ 변동성 35.3% (안정)', '⚡ 안정적 (6M 1.0%)', '✅ 낙폭 작음 (-16.8%)', '✅ RSI 적정 (46.2)']"
024120,오토시스,KOSDAQ,배당성장,68,3615.0,36.05,4.03,-13.05,46.3,"['⚡ 변동성 36.0% (안정)', '⚡ 안정적 (6M 4.0%)', '✅ 낙폭 작음 (-13.1%)', '✅ RSI 적정 (46.3)']"
025880,케이씨피드,KOSDAQ,배당성장,68,2970.0,26.14,2.95,-19.94,62.6,"['✅ 변동성 26.1% (매우 안정)', '⚡ 안정적 (6M 2.9%)', '✅ 낙폭 작음 (-19.9%)', '⚡ RSI 보통 (62.6)']"
037070,파세코,KOSDAQ,배당성장,68,8150.0,30.87,36.74,-43.53,43.5,"['⚡ 변동성 30.9% (안정)', '✅ 꾸준한 성장 (6M 36.7%)', '⚡ 거래 보통', '❌ 낙폭 큼 (-43.5%)', '✅ RSI 적정 (43.5)']"
049720,고려신용정보,KOSDAQ,배당성장,68,10540.0,17.01,1.35,-11.93,37.6,"['✅ 변동성 17.0% (매우 안정)', '⚡ 안정적 (6M 1.3%)', '✅ 낙폭 작음 (-11.9%)', '⚡ RSI 보통 (37.6)']"
054040,한국컴퓨터,KOSDAQ,배당성장,68,5110.0,35.83,1.59,-15.63,46.7,"['⚡ 변동성 35.8% (안정)', '⚡ 안정적 (6M 1.6%)', '✅ 낙폭 작음 (-15.6%)', '✅ RSI 적정 (46.7)']"
065530,와이어블,KOSDAQ,배당성장,68,1424.0,33.14,1.35,-19.02,56.3,"['⚡ 변동성 33.1% (안정)', '⚡ 안정적 (6M 1.4%)', '✅ 낙폭 작음 (-19.0%)', '✅ RSI 적정 (56.3)']"
090150,아이윈,KOSDAQ,배당성장,68,790.0,39.81,1.54,-16.31,52.4,"['⚡ 변동성 39.8% (안정)', '⚡ 안정적 (6M 1.5%)', '✅ 낙폭 작음 (-16.3%)', '✅ RSI 적정 (52.4)']"
009180,한솔로지스틱스,KOSPI,배당성장,68,2915.0,36.83,0.34,-19.5,42.0,"['⚡ 변동성 36.8% (안정)', '⚡ 안정적 (6M 0.3%)', '✅ 낙폭 작음 (-19.5%)', '✅ RSI 적정 (42.0)']"
009680,모토닉,KOSPI,배당성장,68,11020.0,38.56,3.18,-16.01,44.9,"['⚡ 변동성 38.6% (안정)', '⚡ 안정적 (6M 3.2%)', '✅ 낙폭 작음 (-16.0%)', '✅ RSI 적정 (44.9)']"
012750,에스원,KOSPI,배당성장,68,83100.0,36.47,3.23,-17.63,25.8,"['⚡ 변동성 36.5% (안정)', '⚡ 안정적 (6M 3.2%)', '✅ 거래 안정', '✅ 낙폭 작음 (-17.6%)']"
189400,글로벌MSCI,KOSPI,배당성장,68,22955.0,14.87,2.91,-13.65,37.9,"['✅ 변동성 14.9% (매우 안정)', '⚡ 안정적 (6M 2.9%)', '✅ 낙폭 작음 (-13.7%)', '⚡ RSI 보통 (37.9)']"
267250,현대,KOSPI,배당성장,68,263000.0,55.8,77.1,-18.68,35.8,"['❌ 변동성 55.8% (높음)', '✅ 꾸준한 성장 (6M 77.1%)', '✅ 거래 안정', '✅ 낙폭 작음 (-18.7%)', '⚡ RSI 보통 (35.8)']"
269540,미국S,KOSPI,배당성장,68,26555.0,14.94,1.84,-15.67,39.3,"['✅ 변동성 14.9% (매우 안정)', '⚡ 안정적 (6M 1.8%)', '✅ 낙폭 작음 (-15.7%)', '⚡ RSI 보통 (39.3)']"
280930,미국러셀2000,KOSPI,배당성장,68,14350.0,24.09,1.41,-18.08,35.6,"['✅ 변동성 24.1% (매우 안정)', '⚡ 안정적 (6M 1.4%)', '✅ 낙폭 작음 (-18.1%)', '⚡ RSI 보통 (35.6)']"
321410,멀티에셋하이인컴,KOSPI,배당성장,68,10505.0,12.33,2.92,-5.71,39.4,"['✅ 변동성 12.3% (매우 안정)', '⚡ 안정적 (6M 2.9%)', '✅ 낙폭 작음 (-5.7%)', '⚡ RSI 보통 (39.4)']"
453330,미국S,KOSPI,배당성장,68,15835.0,14.5,0.6,-15.63,37.6,"['✅ 변동성 14.5% (매우 안정)', '⚡ 안정적 (6M 0.6%)', '✅ 낙폭 작음 (-15.6%)', '⚡ RSI 보통 (37.6)']"
464240,회사채,KOSPI,배당성장,68,52205.0,0.63,1.17,-0.13,62.3,"['✅ 변동성 0.6% (매우 안정)', '⚡ 안정적 (6M 1.2%)', '✅ 낙폭 작음 (-0.1%)', '⚡ RSI 보통 (62.3)']"
480020,미국빅테크7,KOSPI,배당성장,68,11920.0,19.37,8.94,-18.29,60.7,"['✅ 변동성 19.4% (매우 안정)', '❌ 변동 큼 (6M 8.9%)', '✅ 거래 안정', '✅ 낙폭 작음 (-18.3%)', '⚡ RSI 보통 (60.7)']"
491230,국공채머니마켓액티브,KOSPI,배당성장,68,51790.0,0.53,1.36,-0.13,62.9,"['✅ 변동성 0.5% (매우 안정)', '⚡ 안정적 (6M 1.4%)', '✅ 낙폭 작음 (-0.1%)', '⚡ RSI 보통 (62.9)']"
039030,이오테크닉스,KOSDAQ,배당성장,67,410000.0,87.37,88.94,-26.42,56.7,"['❌ 변동성 87.4% (높음)', '✅ 꾸준한 성장 (6M 88.9%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-26.4%)', '✅ RSI 적정 (56.7)']"
064760,티씨케이,KOSDAQ,배당성장,67,242500.0,94.59,76.88,-26.91,57.8,"['❌ 변동성 94.6% (높음)', '✅ 꾸준한 성장 (6M 76.9%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-26.9%)', '✅ RSI 적정 (57.8)']"
126340,비나텍,KOSDAQ,배당성장,67,138500.0,97.13,170.99,-27.05,59.8,"['❌ 변동성 97.1% (높음)', '✅ 꾸준한 성장 (6M 171.0%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-27.1%)', '✅ RSI 적정 (59.8)']"
126600,에코머티리얼즈,KOSDAQ,배당성장,67,3610.0,51.73,22.17,-21.78,42.1,"['❌ 변동성 51.7% (높음)', '✅ 꾸준한 성장 (6M 22.2%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-21.8%)', '✅ RSI 적정 (42.1)']"
000660,하이닉스,KOSPI,배당성장,67,974000.0,76.0,196.5,-23.93,51.4,"['❌ 변동성 76.0% (높음)', '✅ 꾸준한 성장 (6M 196.5%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-23.9%)', '✅ RSI 적정 (51.4)']"
001120,인터내셔널,KOSPI,배당성장,67,45450.0,48.82,45.21,-20.54,44.8,"['❌ 변동성 48.8% (높음)', '✅ 꾸준한 성장 (6M 45.2%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-20.5%)', '✅ RSI 적정 (44.8)']"
002140,고려산업,KOSPI,배당성장,67,2765.0,29.43,2.41,-24.08,57.1,"['✅ 변동성 29.4% (매우 안정)', '⚡ 안정적 (6M 2.4%)', '⚡ 낙폭 보통 (-24.1%)', '✅ RSI 적정 (57.1)']"
002700,신일전자,KOSPI,배당성장,67,1387.0,19.87,3.58,-21.78,44.1,"['✅ 변동성 19.9% (매우 안정)', '⚡ 안정적 (6M 3.6%)', '⚡ 낙폭 보통 (-21.8%)', '✅ RSI 적정 (44.1)']"
005930,삼성전자,KOSPI,배당성장,67,183300.0,68.31,149.73,-29.52,47.5,"['❌ 변동성 68.3% (높음)', '✅ 꾸준한 성장 (6M 149.7%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-29.5%)', '✅ RSI 적정 (47.5)']"
005935,삼성전자우,KOSPI,배당성장,67,138300.0,65.72,127.09,-22.8,51.2,"['❌ 변동성 65.7% (높음)', '✅ 꾸준한 성장 (6M 127.1%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-22.8%)', '✅ RSI 적정 (51.2)']"
006360,건설,KOSPI,배당성장,67,22400.0,53.27,15.29,-25.18,47.5,"['❌ 변동성 53.3% (높음)', '✅ 꾸준한 성장 (6M 15.3%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-25.2%)', '✅ RSI 적정 (47.5)']"
006880,신송홀딩스,KOSPI,배당성장,67,7150.0,29.77,0.56,-23.01,51.8,"['✅ 변동성 29.8% (매우 안정)', '⚡ 안정적 (6M 0.6%)', '⚡ 낙폭 보통 (-23.0%)', '✅ RSI 적정 (51.8)']"
009150,삼성전기,KOSPI,배당성장,67,413000.0,71.43,116.91,-22.29,47.3,"['❌ 변동성 71.4% (높음)', '✅ 꾸준한 성장 (6M 116.9%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-22.3%)', '✅ RSI 적정 (47.3)']"
025540,한국단자,KOSPI,배당성장,67,70200.0,48.64,13.04,-20.25,40.1,"['❌ 변동성 48.6% (높음)', '✅ 꾸준한 성장 (6M 13.0%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-20.2%)', '✅ RSI 적정 (40.1)']"
030720,동원수산,KOSPI,배당성장,67,5890.0,25.28,-2.81,-20.71,40.3,"['✅ 변동성 25.3% (매우 안정)', '❌ 변동 큼 (6M -2.8%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-20.7%)', '✅ RSI 적정 (40.3)']"
034020,두산에너빌리티,KOSPI,배당성장,67,105700.0,71.32,73.28,-25.37,52.9,"['❌ 변동성 71.3% (높음)', '✅ 꾸준한 성장 (6M 73.3%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-25.4%)', '✅ RSI 적정 (52.9)']"
039490,키움증권,KOSPI,배당성장,67,430000.0,76.11,72.34,-24.82,42.4,"['❌ 변동성 76.1% (높음)', '✅ 꾸준한 성장 (6M 72.3%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-24.8%)', '✅ RSI 적정 (42.4)']"
291680,차이나H선물인버스,KOSPI,배당성장,67,7600.0,24.38,4.3,-26.48,57.6,"['✅ 변동성 24.4% (매우 안정)', '⚡ 안정적 (6M 4.3%)', '⚡ 낙폭 보통 (-26.5%)', '✅ RSI 적정 (57.6)']"
298040,효성중공업,KOSPI,배당성장,67,2517000.0,65.44,74.19,-24.53,41.6,"['❌ 변동성 65.4% (높음)', '✅ 꾸준한 성장 (6M 74.2%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-24.5%)', '✅ RSI 적정 (41.6)']"
329180,현대중공업,KOSPI,배당성장,67,583000.0,58.44,14.31,-21.14,45.0,"['❌ 변동성 58.4% (높음)', '✅ 꾸준한 성장 (6M 14.3%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-21.1%)', '✅ RSI 적정 (45.0)']"
364980,차전지TOP10,KOSPI,배당성장,67,9815.0,60.83,21.77,-28.59,40.3,"['❌ 변동성 60.8% (높음)', '✅ 꾸준한 성장 (6M 21.8%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-28.6%)', '✅ RSI 적정 (40.3)']"
371160,차이나항셍테크,KOSPI,배당성장,67,8400.0,26.64,-8.88,-26.35,45.6,"['✅ 변동성 26.6% (매우 안정)', '❌ 변동 큼 (6M -8.9%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-26.4%)', '✅ RSI 적정 (45.6)']"
385560,국고채30년Enhanced,KOSPI,배당성장,67,64290.0,16.6,-18.55,-24.87,44.1,"['✅ 변동성 16.6% (매우 안정)', '❌ 변동 큼 (6M -18.6%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-24.9%)', '✅ RSI 적정 (44.1)']"
402340,스퀘어,KOSPI,배당성장,67,562000.0,82.11,184.85,-29.66,48.2,"['❌ 변동성 82.1% (높음)', '✅ 꾸준한 성장 (6M 184.8%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-29.7%)', '✅ RSI 적정 (48.2)']"
414270,글로벌자율주행액티브,KOSPI,배당성장,67,12950.0,26.88,2.48,-20.35,49.2,"['✅ 변동성 26.9% (매우 안정)', '⚡ 안정적 (6M 2.5%)', '⚡ 낙폭 보통 (-20.4%)', '✅ RSI 적정 (49.2)']"
419650,글로벌수소,KOSPI,배당성장,67,4865.0,40.26,12.62,-23.19,52.7,"['❌ 변동성 40.3% (높음)', '✅ 꾸준한 성장 (6M 12.6%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-23.2%)', '✅ RSI 적정 (52.7)']"
442580,글로벌HBM반도체,KOSPI,배당성장,67,63005.0,63.57,162.47,-23.93,51.3,"['❌ 변동성 63.6% (높음)', '✅ 꾸준한 성장 (6M 162.5%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-23.9%)', '✅ RSI 적정 (51.3)']"
456600,글로벌AI인공지능액티브,KOSPI,배당성장,67,41870.0,45.18,25.62,-26.22,54.2,"['❌ 변동성 45.2% (높음)', '✅ 꾸준한 성장 (6M 25.6%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-26.2%)', '✅ RSI 적정 (54.2)']"
466920,조선TOP3플러스,KOSPI,배당성장,67,36890.0,58.98,11.45,-21.86,43.0,"['❌ 변동성 59.0% (높음)', '✅ 꾸준한 성장 (6M 11.5%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-21.9%)', '✅ RSI 적정 (43.0)']"
475070,글로벌친환경전력인프라액티브,KOSPI,배당성장,67,31025.0,44.88,49.37,-21.04,52.1,"['❌ 변동성 44.9% (높음)', '✅ 꾸준한 성장 (6M 49.4%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-21.0%)', '✅ RSI 적정 (52.1)']"
483340,구글밸류체인액티브,KOSPI,배당성장,67,17360.0,40.82,34.04,-23.85,51.2,"['❌ 변동성 40.8% (높음)', '✅ 꾸준한 성장 (6M 34.0%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-23.9%)', '✅ RSI 적정 (51.2)']"
487240,전력핵심설비,KOSPI,배당성장,67,30915.0,64.58,72.81,-24.72,43.6,"['❌ 변동성 64.6% (높음)', '✅ 꾸준한 성장 (6M 72.8%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-24.7%)', '✅ RSI 적정 (43.6)']"
491010,글로벌AI전력인프라액티브,KOSPI,배당성장,67,23290.0,46.38,31.17,-24.84,53.3,"['❌ 변동성 46.4% (높음)', '✅ 꾸준한 성장 (6M 31.2%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-24.8%)', '✅ RSI 적정 (53.3)']"
493810,미국AI빅테크10타겟데일리커버드콜,KOSPI,배당성장,67,11300.0,18.91,9.43,-20.76,55.4,"['✅ 변동성 18.9% (매우 안정)', '❌ 변동 큼 (6M 9.4%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-20.8%)', '✅ RSI 적정 (55.4)']"
494220,하이닉스밸류체인액티브,KOSPI,배당성장,67,33175.0,70.62,134.62,-23.84,53.7,"['❌ 변동성 70.6% (높음)', '✅ 꾸준한 성장 (6M 134.6%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-23.8%)', '✅ RSI 적정 (53.7)']"
494670,조선TOP10,KOSPI,배당성장,67,29340.0,58.86,13.71,-21.07,41.7,"['❌ 변동성 58.9% (높음)', '✅ 꾸준한 성장 (6M 13.7%)', '✅ 거래 안정', '⚡ 낙폭 보통 (-21.1%)', '✅ RSI 적정 (41.7)']"
072710,농심홀딩스,KOSPI,배당성장,66,93400.0,31.97,6.14,-30.51,35.7,"['⚡ 변동성 32.0% (안정)', '✅ 꾸준한 성장 (6M 6.1%)', '✅ 거래 안정', '❌ 낙폭 큼 (-30.5%)', '⚡ RSI 보통 (35.7)']"
466940,은행고배당플러스TOP10,KOSPI,배당성장,65,24770.0,39.59,24.53,-20.02,28.5,"['⚡ 변동성 39.6% (안정)', '✅ 꾸준한 성장 (6M 24.5%)', '⚡ 거래 보통', '⚡ 낙폭 보통 (-20.0%)']"
007330,푸른저축은행,KOSDAQ,배당성장,63,11400.0,36.27,13.89,-15.49,1.0,"['⚡ 변동성 36.3% (안정)', '✅ 꾸준한 성장 (6M 13.9%)', '✅ 낙폭 작음 (-15.5%)']"
012620,원일특강,KOSDAQ,배당성장,63,8620.0,34.65,1.53,-17.84,28.2,"['⚡ 변동성 34.7% (안정)', '⚡ 안정적 (6M 1.5%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-17.8%)']"
049430,코메론,KOSDAQ,배당성장,63,19280.0,55.57,68.53,-19.51,64.0,"['❌ 변동성 55.6% (높음)', '✅ 꾸준한 성장 (6M 68.5%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-19.5%)', '⚡ RSI 보통 (64.0)']"
054410,케이피티유,KOSDAQ,배당성장,63,3550.0,36.45,-0.42,-18.23,52.8,"['⚡ 변동성 36.5% (안정)', '❌ 변동 큼 (6M -0.4%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-18.2%)', '✅ RSI 적정 (52.8)']"
060480,국일신동,KOSDAQ,배당성장,63,1511.0,24.59,-12.91,-19.89,38.7,"['✅ 변동성 24.6% (매우 안정)', '❌ 변동 큼 (6M -12.9%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-19.9%)', '⚡ RSI 보통 (38.7)']"
067570,엔브이에이치코리아,KOSDAQ,배당성장,63,2285.0,33.11,-1.51,-13.06,42.9,"['⚡ 변동성 33.1% (안정)', '❌ 변동 큼 (6M -1.5%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-13.1%)', '✅ RSI 적정 (42.9)']"
080520,오디텍,KOSDAQ,배당성장,63,3170.0,38.49,-1.09,-20.0,44.9,"['⚡ 변동성 38.5% (안정)', '❌ 변동 큼 (6M -1.1%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-20.0%)', '✅ RSI 적정 (44.9)']"
092130,이크레더블,KOSDAQ,배당성장,63,15150.0,25.48,-12.73,-19.2,36.8,"['✅ 변동성 25.5% (매우 안정)', '❌ 변동 큼 (6M -12.7%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-19.2%)', '⚡ RSI 보통 (36.8)']"
256630,포인트엔지니어링,KOSDAQ,배당성장,63,994.0,26.15,-15.4,-18.33,37.1,"['✅ 변동성 26.2% (매우 안정)', '❌ 변동 큼 (6M -15.4%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-18.3%)', '⚡ RSI 보통 (37.1)']"
000480,홀딩스,KOSPI,배당성장,63,4880.0,19.47,-2.59,-17.2,39.4,"['✅ 변동성 19.5% (매우 안정)', '❌ 변동 큼 (6M -2.6%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-17.2%)', '⚡ RSI 보통 (39.4)']"
002200,한국수출포장,KOSPI,배당성장,63,3030.0,19.21,3.59,-8.15,36.6,"['✅ 변동성 19.2% (매우 안정)', '❌ 변동 큼 (6M 3.6%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-8.2%)', '⚡ RSI 보통 (36.6)']"
002355,넥센타이어1우B,KOSPI,배당성장,63,4120.0,32.54,23.72,-14.32,24.6,"['⚡ 변동성 32.5% (안정)', '✅ 꾸준한 성장 (6M 23.7%)', '✅ 낙폭 작음 (-14.3%)']"
003850,보령,KOSPI,배당성장,63,9340.0,50.21,8.48,-19.61,38.3,"['❌ 변동성 50.2% (높음)', '✅ 꾸준한 성장 (6M 8.5%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-19.6%)', '⚡ RSI 보통 (38.3)']"
005830,손해보험,KOSPI,배당성장,63,176700.0,49.85,21.86,-19.98,36.0,"['❌ 변동성 49.9% (높음)', '✅ 꾸준한 성장 (6M 21.9%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-20.0%)', '⚡ RSI 보통 (36.0)']"
016380,스틸,KOSPI,배당성장,63,5630.0,34.59,2.18,-25.95,37.2,"['⚡ 변동성 34.6% (안정)', '⚡ 안정적 (6M 2.2%)', '⚡ 거래 보통', '⚡ 낙폭 보통 (-26.0%)', '⚡ RSI 보통 (37.2)']"
023450,동남합성,KOSPI,배당성장,63,30850.0,17.96,-3.44,-14.96,36.5,"['✅ 변동성 18.0% (매우 안정)', '❌ 변동 큼 (6M -3.4%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-15.0%)', '⚡ RSI 보통 (36.5)']"
027970,한국제지,KOSPI,배당성장,63,770.0,20.45,-5.75,-15.3,38.9,"['✅ 변동성 20.4% (매우 안정)', '❌ 변동 큼 (6M -5.8%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-15.3%)', '⚡ RSI 보통 (38.9)']"
088790,진도,KOSPI,배당성장,63,2510.0,35.96,29.51,-15.91,75.3,"['⚡ 변동성 36.0% (안정)', '✅ 꾸준한 성장 (6M 29.5%)', '✅ 낙폭 작음 (-15.9%)']"
143850,미국S,KOSPI,배당성장,63,68280.0,14.58,-0.63,-15.62,37.1,"['✅ 변동성 14.6% (매우 안정)', '❌ 변동 큼 (6M -0.6%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-15.6%)', '⚡ RSI 보통 (37.1)']"
143860,헬스케어,KOSPI,배당성장,63,50065.0,51.15,16.17,-17.62,39.9,"['❌ 변동성 51.1% (높음)', '✅ 꾸준한 성장 (6M 16.2%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-17.6%)', '⚡ RSI 보통 (39.9)']"
174350,로우볼,KOSPI,배당성장,63,19970.0,35.64,18.0,-16.77,30.6,"['⚡ 변동성 35.6% (안정)', '✅ 꾸준한 성장 (6M 18.0%)', '✅ 낙폭 작음 (-16.8%)']"
211900,코리아배당성장,KOSPI,배당성장,63,28255.0,42.85,37.94,-17.48,39.6,"['❌ 변동성 42.8% (높음)', '✅ 꾸준한 성장 (6M 37.9%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-17.5%)', '⚡ RSI 보통 (39.6)']"
218420,미국S,KOSPI,배당성장,63,20035.0,31.23,40.65,-19.63,67.2,"['⚡ 변동성 31.2% (안정)', '✅ 꾸준한 성장 (6M 40.6%)', '✅ 낙폭 작음 (-19.6%)']"
219390,미국S,KOSPI,배당성장,63,7410.0,39.02,27.76,-24.22,63.7,"['⚡ 변동성 39.0% (안정)', '✅ 꾸준한 성장 (6M 27.8%)', '⚡ 낙폭 보통 (-24.2%)', '⚡ RSI 보통 (63.7)']"
244670,밸류Plus,KOSPI,배당성장,63,11745.0,36.62,18.84,-16.02,33.2,"['⚡ 변동성 36.6% (안정)', '✅ 꾸준한 성장 (6M 18.8%)', '✅ 낙폭 작음 (-16.0%)']"
290080,고배당커버드콜ATM,KOSPI,배당성장,63,8145.0,26.15,-9.08,-18.92,39.0,"['✅ 변동성 26.1% (매우 안정)', '❌ 변동 큼 (6M -9.1%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-18.9%)', '⚡ RSI 보통 (39.0)']"
314700,농업융복합산업,KOSPI,배당성장,63,11185.0,31.58,7.08,-14.42,34.4,"['⚡ 변동성 31.6% (안정)', '✅ 꾸준한 성장 (6M 7.1%)', '✅ 낙폭 작음 (-14.4%)']"
326230,내수주플러스,KOSPI,배당성장,63,11770.0,35.87,16.25,-17.36,34.9,"['⚡ 변동성 35.9% (안정)', '✅ 꾸준한 성장 (6M 16.2%)', '✅ 낙폭 작음 (-17.4%)']"
371470,차이나바이오테크SOLACTIVE,KOSPI,배당성장,63,8440.0,26.55,-10.86,-19.84,38.7,"['✅ 변동성 26.6% (매우 안정)', '❌ 변동 큼 (6M -10.9%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-19.8%)', '⚡ RSI 보통 (38.7)']"
381970,케이카,KOSPI,배당성장,63,14320.0,23.54,-11.82,-19.67,36.5,"['✅ 변동성 23.5% (매우 안정)', '❌ 변동 큼 (6M -11.8%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-19.7%)', '⚡ RSI 보통 (36.5)']"
445910,배당귀족,KOSPI,배당성장,63,20030.0,35.1,24.35,-15.94,34.9,"['⚡ 변동성 35.1% (안정)', '✅ 꾸준한 성장 (6M 24.3%)', '✅ 낙폭 작음 (-15.9%)']"
452440,밸류알파액티브,KOSPI,배당성장,63,17975.0,33.8,16.37,-15.08,33.9,"['⚡ 변동성 33.8% (안정)', '✅ 꾸준한 성장 (6M 16.4%)', '✅ 낙폭 작음 (-15.1%)']"
472870,미국30년국채엔화노출,KOSPI,배당성장,63,7995.0,13.36,-4.31,-16.8,37.9,"['✅ 변동성 13.4% (매우 안정)', '❌ 변동 큼 (6M -4.3%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-16.8%)', '⚡ RSI 보통 (37.9)']"
474800,미국원유에너지기업,KOSPI,배당성장,63,15855.0,31.94,42.88,-17.65,65.9,"['⚡ 변동성 31.9% (안정)', '✅ 꾸준한 성장 (6M 42.9%)', '✅ 낙폭 작음 (-17.7%)']"
476750,미국30년국채엔화노출액티브,KOSPI,배당성장,63,8570.0,14.62,-4.41,-16.73,35.4,"['✅ 변동성 14.6% (매우 안정)', '❌ 변동 큼 (6M -4.4%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-16.7%)', '⚡ RSI 보통 (35.4)']"
489290,미국빌리어네어,KOSPI,배당성장,63,14990.0,16.97,3.2,-18.39,64.6,"['✅ 변동성 17.0% (매우 안정)', '❌ 변동 큼 (6M 3.2%)', '⚡ 거래 보통', '✅ 낙폭 작음 (-18.4%)', '⚡ RSI 보통 (64.6)']"
491510,파워,KOSPI,배당성장,63,17045.0,36.61,28.69,-15.94,34.8,"['⚡ 변동성 36.6% (안정)', '✅ 꾸준한 성장 (6M 28.7%)', '✅ 낙폭 작음 (-15.9%)']"
006620,동구바이오제약,KOSDAQ,배당성장,62,5490.0,48.51,8.71,-21.76,47.2,"['❌ 변동성 48.5% (높음)', '✅ 꾸준한 성장 (6M 8.7%)', '⚡ 거래 보통', '⚡ 낙폭 보통 (-21.8%)', '✅ RSI 적정 (47.2)']"
009300,삼아제약,KOSDAQ,배당성장,62,15960.0,20.18,-8.54,-20.89,44.2,"['✅ 변동성 20.2% (매우 안정)', '❌ 변동 큼 (6M -8.5%)', '⚡ 거래 보통', '⚡ 낙폭 보통 (-20.9%)', '✅ RSI 적정 (44.2)']"
036200,유니셈,KOSDAQ,배당성장,62,9680.0,77.13,10.63,-25.24,44.8,"['❌ 변동성 77.1% (높음)', '✅ 꾸준한 성장 (6M 10.6%)', '⚡ 거래 보통', '⚡ 낙폭 보통 (-25.2%)', '✅ RSI 적정 (44.8)']"
