symbol,name,market,strategy,score,price,returns_6m,return_std,from_52w_high,rsi,volume_trend,details
275280,모멘텀주,KOSPI,퀄리티 적정가,77,32555.0,62.21,19.7,-10.97,47.0,1.93,"['✅ 6M 수익 62.2%', '❌ 변동성 높음 (σ=19.7)', '✅ 52주 고점 대비 -11.0%', '⚡ 모멘텀 보통 (RSI 47.0)', '✅ 관심 증가 (거래량 1.9배)']"
277630,코스피,KOSPI,퀄리티 적정가,77,57920.0,64.93,19.83,-11.92,45.6,1.81,"['✅ 6M 수익 64.9%', '❌ 변동성 높음 (σ=19.8)', '✅ 52주 고점 대비 -11.9%', '⚡ 모멘텀 보통 (RSI 45.6)', '✅ 관심 증가 (거래량 1.8배)']"
277640,코스피대형주,KOSPI,퀄리티 적정가,77,29645.0,73.01,22.14,-12.31,46.1,1.89,"['✅ 6M 수익 73.0%', '❌ 변동성 높음 (σ=22.1)', '✅ 52주 고점 대비 -12.3%', '⚡ 모멘텀 보통 (RSI 46.1)', '✅ 관심 증가 (거래량 1.9배)']"
278240,코스닥150선물레버리지,KOSPI,퀄리티 적정가,77,18815.0,69.69,23.3,-19.27,45.2,1.84,"['✅ 6M 수익 69.7%', '❌ 변동성 높음 (σ=23.3)', '✅ 52주 고점 대비 -19.3%', '⚡ 모멘텀 보통 (RSI 45.2)', '✅ 관심 증가 (거래량 1.8배)']"
289250,유니버설,KOSPI,퀄리티 적정가,77,24795.0,83.19,25.08,-11.93,46.4,3.77,"['✅ 6M 수익 83.2%', '❌ 변동성 높음 (σ=25.1)', '✅ 52주 고점 대비 -11.9%', '⚡ 모멘텀 보통 (RSI 46.4)', '✅ 관심 증가 (거래량 3.8배)']"
291630,코스닥150선물레버리지,KOSPI,퀄리티 적정가,77,8395.0,70.98,23.53,-19.59,45.3,1.53,"['✅ 6M 수익 71.0%', '❌ 변동성 높음 (σ=23.5)', '✅ 52주 고점 대비 -19.6%', '⚡ 모멘텀 보통 (RSI 45.3)', '✅ 관심 증가 (거래량 1.5배)']"
292150,코리아TOP10,KOSPI,퀄리티 적정가,77,30120.0,109.9,33.73,-13.4,47.2,1.77,"['✅ 6M 수익 109.9%', '❌ 변동성 높음 (σ=33.7)', '✅ 52주 고점 대비 -13.4%', '⚡ 모멘텀 보통 (RSI 47.2)', '✅ 관심 증가 (거래량 1.8배)']"
302450,코스피,KOSPI,퀄리티 적정가,77,57750.0,65.25,19.98,-12.23,45.2,1.61,"['✅ 6M 수익 65.3%', '❌ 변동성 높음 (σ=20.0)', '✅ 52주 고점 대비 -12.2%', '⚡ 모멘텀 보통 (RSI 45.2)', '✅ 관심 증가 (거래량 1.6배)']"
305050,코스피,KOSPI,퀄리티 적정가,77,58045.0,65.11,19.88,-12.1,45.6,1.97,"['✅ 6M 수익 65.1%', '❌ 변동성 높음 (σ=19.9)', '✅ 52주 고점 대비 -12.1%', '⚡ 모멘텀 보통 (RSI 45.6)', '✅ 관심 증가 (거래량 2.0배)']"
306530,코스닥150선물레버리지,KOSPI,퀄리티 적정가,77,16935.0,71.41,23.56,-18.72,45.6,1.65,"['✅ 6M 수익 71.4%', '❌ 변동성 높음 (σ=23.6)', '✅ 52주 고점 대비 -18.7%', '⚡ 모멘텀 보통 (RSI 45.6)', '✅ 관심 증가 (거래량 1.6배)']"
315960,대형고배당10TR,KOSPI,퀄리티 적정가,77,57320.0,117.74,36.24,-13.3,47.5,2.9,"['✅ 6M 수익 117.7%', '❌ 변동성 높음 (σ=36.2)', '✅ 52주 고점 대비 -13.3%', '⚡ 모멘텀 보통 (RSI 47.5)', '✅ 관심 증가 (거래량 2.9배)']"
337140,코스피대형주,KOSPI,퀄리티 적정가,77,28750.0,73.93,22.34,-12.35,46.4,1.92,"['✅ 6M 수익 73.9%', '❌ 변동성 높음 (σ=22.3)', '✅ 52주 고점 대비 -12.3%', '⚡ 모멘텀 보통 (RSI 46.4)', '✅ 관심 증가 (거래량 1.9배)']"
359210,코스피TR,KOSPI,퀄리티 적정가,77,28630.0,65.2,19.98,-12.07,45.5,2.57,"['✅ 6M 수익 65.2%', '❌ 변동성 높음 (σ=20.0)', '✅ 52주 고점 대비 -12.1%', '⚡ 모멘텀 보통 (RSI 45.5)', '✅ 관심 증가 (거래량 2.6배)']"
364690,혁신기술테마액티브,KOSPI,퀄리티 적정가,77,30740.0,71.4,21.61,-11.03,47.2,1.36,"['✅ 6M 수익 71.4%', '❌ 변동성 높음 (σ=21.6)', '✅ 52주 고점 대비 -11.0%', '⚡ 모멘텀 보통 (RSI 47.2)', '✅ 관심 증가 (거래량 1.4배)']"
365040,코리아그로스액티브,KOSPI,퀄리티 적정가,77,28100.0,63.71,19.42,-12.19,45.5,1.51,"['✅ 6M 수익 63.7%', '❌ 변동성 높음 (σ=19.4)', '✅ 52주 고점 대비 -12.2%', '⚡ 모멘텀 보통 (RSI 45.5)', '✅ 관심 증가 (거래량 1.5배)']"
367740,산업,KOSPI,퀄리티 적정가,77,29275.0,84.02,23.13,-8.33,51.8,1.37,"['✅ 6M 수익 84.0%', '❌ 변동성 높음 (σ=23.1)', '✅ 52주 고점 대비 -8.3%', '⚡ 모멘텀 보통 (RSI 51.8)', '✅ 관심 증가 (거래량 1.4배)']"
375770,탄소효율그린뉴딜,KOSPI,퀄리티 적정가,77,19760.0,74.02,22.34,-12.06,46.7,1.38,"['✅ 6M 수익 74.0%', '❌ 변동성 높음 (σ=22.3)', '✅ 52주 고점 대비 -12.1%', '⚡ 모멘텀 보통 (RSI 46.7)', '✅ 관심 증가 (거래량 1.4배)']"
385720,코스피액티브,KOSPI,퀄리티 적정가,77,20660.0,68.38,21.12,-11.41,49.0,1.67,"['✅ 6M 수익 68.4%', '❌ 변동성 높음 (σ=21.1)', '✅ 52주 고점 대비 -11.4%', '⚡ 모멘텀 보통 (RSI 49.0)', '✅ 관심 증가 (거래량 1.7배)']"
395170,동일가중,KOSPI,퀄리티 적정가,77,15000.0,70.07,21.11,-9.17,49.1,1.95,"['✅ 6M 수익 70.1%', '❌ 변동성 높음 (σ=21.1)', '✅ 52주 고점 대비 -9.2%', '⚡ 모멘텀 보통 (RSI 49.1)', '✅ 관심 증가 (거래량 2.0배)']"
396500,반도체TOP10,KOSPI,퀄리티 적정가,77,33110.0,152.09,42.34,-8.26,55.1,1.68,"['✅ 6M 수익 152.1%', '❌ 변동성 높음 (σ=42.3)', '✅ 52주 고점 대비 -8.3%', '⚡ 모멘텀 보통 (RSI 55.1)', '✅ 관심 증가 (거래량 1.7배)']"
404120,신재생에너지액티브,KOSPI,퀄리티 적정가,77,23565.0,51.79,15.84,-12.95,46.3,1.4,"['✅ 6M 수익 51.8%', '❌ 변동성 높음 (σ=15.8)', '✅ 52주 고점 대비 -12.9%', '⚡ 모멘텀 보통 (RSI 46.3)', '✅ 관심 증가 (거래량 1.4배)']"
404540,기후변화솔루션,KOSPI,퀄리티 적정가,77,21350.0,59.03,18.32,-15.33,45.5,2.35,"['✅ 6M 수익 59.0%', '❌ 변동성 높음 (σ=18.3)', '✅ 52주 고점 대비 -15.3%', '⚡ 모멘텀 보통 (RSI 45.5)', '✅ 관심 증가 (거래량 2.3배)']"
404650,기후변화솔루션,KOSPI,퀄리티 적정가,77,20965.0,57.6,18.32,-15.89,45.1,1.36,"['✅ 6M 수익 57.6%', '❌ 변동성 높음 (σ=18.3)', '✅ 52주 고점 대비 -15.9%', '⚡ 모멘텀 보통 (RSI 45.1)', '✅ 관심 증가 (거래량 1.4배)']"
413930,액티브,KOSPI,퀄리티 적정가,77,21805.0,72.03,22.34,-12.43,46.2,1.96,"['✅ 6M 수익 72.0%', '❌ 변동성 높음 (σ=22.3)', '✅ 52주 고점 대비 -12.4%', '⚡ 모멘텀 보통 (RSI 46.2)', '✅ 관심 증가 (거래량 2.0배)']"
423170,한국형글로벌반도체액티브,KOSPI,퀄리티 적정가,77,40840.0,78.42,23.64,-6.05,51.0,1.42,"['✅ 6M 수익 78.4%', '❌ 변동성 높음 (σ=23.6)', '✅ 52주 고점 대비 -6.1%', '⚡ 모멘텀 보통 (RSI 51.0)', '✅ 관심 증가 (거래량 1.4배)']"
442580,글로벌HBM반도체,KOSPI,퀄리티 적정가,77,63005.0,162.47,49.02,-6.66,51.3,1.3,"['✅ 6M 수익 162.5%', '❌ 변동성 높음 (σ=49.0)', '✅ 52주 고점 대비 -6.7%', '⚡ 모멘텀 보통 (RSI 51.3)', '✅ 관심 증가 (거래량 1.3배)']"
449690,한중반도체,KOSPI,퀄리티 적정가,77,36635.0,73.12,21.37,-6.11,51.7,1.98,"['✅ 6M 수익 73.1%', '❌ 변동성 높음 (σ=21.4)', '✅ 52주 고점 대비 -6.1%', '⚡ 모멘텀 보통 (RSI 51.7)', '✅ 관심 증가 (거래량 2.0배)']"
450180,한중전기차,KOSPI,퀄리티 적정가,77,13410.0,39.69,12.28,-9.12,49.2,1.4,"['✅ 6M 수익 39.7%', '❌ 변동성 높음 (σ=12.3)', '✅ 52주 고점 대비 -9.1%', '⚡ 모멘텀 보통 (RSI 49.2)', '✅ 관심 증가 (거래량 1.4배)']"
450190,한중반도체,KOSPI,퀄리티 적정가,77,37035.0,73.26,21.19,-6.54,51.9,1.43,"['✅ 6M 수익 73.3%', '❌ 변동성 높음 (σ=21.2)', '✅ 52주 고점 대비 -6.5%', '⚡ 모멘텀 보통 (RSI 51.9)', '✅ 관심 증가 (거래량 1.4배)']"
451060,액티브,KOSPI,퀄리티 적정가,77,26795.0,79.25,24.14,-12.89,45.8,1.98,"['✅ 6M 수익 79.3%', '❌ 변동성 높음 (σ=24.1)', '✅ 52주 고점 대비 -12.9%', '⚡ 모멘텀 보통 (RSI 45.8)', '✅ 관심 증가 (거래량 2.0배)']"
455850,반도체소부장,KOSPI,퀄리티 적정가,77,25935.0,91.9,22.28,-9.19,58.2,1.78,"['✅ 6M 수익 91.9%', '❌ 변동성 높음 (σ=22.3)', '✅ 52주 고점 대비 -9.2%', '⚡ 모멘텀 보통 (RSI 58.2)', '✅ 관심 증가 (거래량 1.8배)']"
457990,태양광,KOSPI,퀄리티 적정가,77,31700.0,82.55,24.54,-6.75,50.3,1.82,"['✅ 6M 수익 82.6%', '❌ 변동성 높음 (σ=24.5)', '✅ 52주 고점 대비 -6.8%', '⚡ 모멘텀 보통 (RSI 50.3)', '✅ 관심 증가 (거래량 1.8배)']"
461580,코스닥글로벌,KOSPI,퀄리티 적정가,77,18430.0,30.43,9.28,-7.83,47.0,1.29,"['✅ 6M 수익 30.4%', '⚡ 변동성 보통 (σ=9.3)', '✅ 52주 고점 대비 -7.8%', '⚡ 모멘텀 보통 (RSI 47.0)', '⚡ 관심 보통 (거래량 1.3배)']"
469150,반도체TOP3,KOSPI,퀄리티 적정가,77,46325.0,167.47,45.16,-7.7,57.6,1.75,"['✅ 6M 수익 167.5%', '❌ 변동성 높음 (σ=45.2)', '✅ 52주 고점 대비 -7.7%', '⚡ 모멘텀 보통 (RSI 57.6)', '✅ 관심 증가 (거래량 1.7배)']"
469790,테크TOP10,KOSPI,퀄리티 적정가,77,27600.0,97.2,28.66,-13.29,48.6,1.44,"['✅ 6M 수익 97.2%', '❌ 변동성 높음 (σ=28.7)', '✅ 52주 고점 대비 -13.3%', '⚡ 모멘텀 보통 (RSI 48.6)', '✅ 관심 증가 (거래량 1.4배)']"
471760,반도체핵심공정,KOSPI,퀄리티 적정가,77,19170.0,99.48,24.65,-8.82,59.7,2.01,"['✅ 6M 수익 99.5%', '❌ 변동성 높음 (σ=24.6)', '✅ 52주 고점 대비 -8.8%', '⚡ 모멘텀 보통 (RSI 59.7)', '✅ 관심 증가 (거래량 2.0배)']"
471780,코리아테크액티브,KOSPI,퀄리티 적정가,77,24425.0,94.93,26.67,-8.55,52.4,1.53,"['✅ 6M 수익 94.9%', '❌ 변동성 높음 (σ=26.7)', '✅ 52주 고점 대비 -8.6%', '⚡ 모멘텀 보통 (RSI 52.4)', '✅ 관심 증가 (거래량 1.5배)']"
471990,반도체핵심장비,KOSPI,퀄리티 적정가,77,24885.0,121.2,29.8,-6.09,59.3,1.96,"['✅ 6M 수익 121.2%', '❌ 변동성 높음 (σ=29.8)', '✅ 52주 고점 대비 -6.1%', '⚡ 모멘텀 보통 (RSI 59.3)', '✅ 관심 증가 (거래량 2.0배)']"
472150,배당커버드콜액티브,KOSPI,퀄리티 적정가,77,17490.0,63.98,18.93,-8.62,47.4,1.77,"['✅ 6M 수익 64.0%', '❌ 변동성 높음 (σ=18.9)', '✅ 52주 고점 대비 -8.6%', '⚡ 모멘텀 보통 (RSI 47.4)', '✅ 관심 증가 (거래량 1.8배)']"
474590,반도체밸류체인액티브,KOSPI,퀄리티 적정가,77,29020.0,121.27,33.64,-7.58,52.5,1.47,"['✅ 6M 수익 121.3%', '❌ 변동성 높음 (σ=33.6)', '✅ 52주 고점 대비 -7.6%', '⚡ 모멘텀 보통 (RSI 52.5)', '✅ 관심 증가 (거래량 1.5배)']"
475300,반도체전공정,KOSPI,퀄리티 적정가,77,17775.0,79.45,20.77,-10.72,51.8,1.39,"['✅ 6M 수익 79.5%', '❌ 변동성 높음 (σ=20.8)', '✅ 52주 고점 대비 -10.7%', '⚡ 모멘텀 보통 (RSI 51.8)', '✅ 관심 증가 (거래량 1.4배)']"
475310,반도체후공정,KOSPI,퀄리티 적정가,77,29595.0,126.09,31.1,-8.4,61.7,1.91,"['✅ 6M 수익 126.1%', '❌ 변동성 높음 (σ=31.1)', '✅ 52주 고점 대비 -8.4%', '⚡ 모멘텀 보통 (RSI 61.7)', '✅ 관심 증가 (거래량 1.9배)']"
482030,반도체,KOSPI,퀄리티 적정가,77,11710.0,55.78,16.64,-9.51,46.8,1.48,"['✅ 6M 수익 55.8%', '❌ 변동성 높음 (σ=16.6)', '✅ 52주 고점 대비 -9.5%', '⚡ 모멘텀 보통 (RSI 46.8)', '✅ 관심 증가 (거래량 1.5배)']"
494310,반도체레버리지,KOSPI,퀄리티 적정가,77,68495.0,367.54,107.12,-16.48,53.0,1.66,"['✅ 6M 수익 367.5%', '❌ 변동성 높음 (σ=107.1)', '✅ 52주 고점 대비 -16.5%', '⚡ 모멘텀 보통 (RSI 53.0)', '✅ 관심 증가 (거래량 1.7배)']"
495060,코리아밸류업액티브,KOSPI,퀄리티 적정가,77,22920.0,74.56,23.04,-12.12,46.7,1.97,"['✅ 6M 수익 74.6%', '❌ 변동성 높음 (σ=23.0)', '✅ 52주 고점 대비 -12.1%', '⚡ 모멘텀 보통 (RSI 46.7)', '✅ 관심 증가 (거래량 2.0배)']"
495230,코리아밸류업액티브,KOSPI,퀄리티 적정가,77,25245.0,85.76,26.13,-11.03,47.3,1.61,"['✅ 6M 수익 85.8%', '❌ 변동성 높음 (σ=26.1)', '✅ 52주 고점 대비 -11.0%', '⚡ 모멘텀 보통 (RSI 47.3)', '✅ 관심 증가 (거래량 1.6배)']"
495330,코리아밸류업,KOSPI,퀄리티 적정가,77,24710.0,84.14,25.76,-11.32,47.1,1.81,"['✅ 6M 수익 84.1%', '❌ 변동성 높음 (σ=25.8)', '✅ 52주 고점 대비 -11.3%', '⚡ 모멘텀 보통 (RSI 47.1)', '✅ 관심 증가 (거래량 1.8배)']"
495550,코리아밸류업TR,KOSPI,퀄리티 적정가,77,25450.0,85.5,26.0,-10.92,47.6,1.7,"['✅ 6M 수익 85.5%', '❌ 변동성 높음 (σ=26.0)', '✅ 52주 고점 대비 -10.9%', '⚡ 모멘텀 보통 (RSI 47.6)', '✅ 관심 증가 (거래량 1.7배)']"
495850,코리아밸류업,KOSPI,퀄리티 적정가,77,24780.0,84.46,25.86,-11.14,47.1,1.38,"['✅ 6M 수익 84.5%', '❌ 변동성 높음 (σ=25.9)', '✅ 52주 고점 대비 -11.1%', '⚡ 모멘텀 보통 (RSI 47.1)', '✅ 관심 증가 (거래량 1.4배)']"
496080,코리아밸류업,KOSPI,퀄리티 적정가,77,24860.0,84.78,26.06,-11.21,47.3,1.67,"['✅ 6M 수익 84.8%', '❌ 변동성 높음 (σ=26.1)', '✅ 52주 고점 대비 -11.2%', '⚡ 모멘텀 보통 (RSI 47.3)', '✅ 관심 증가 (거래량 1.7배)']"
496120,코리아밸류업,KOSPI,퀄리티 적정가,77,25150.0,84.32,25.74,-10.96,47.5,1.3,"['✅ 6M 수익 84.3%', '❌ 변동성 높음 (σ=25.7)', '✅ 52주 고점 대비 -11.0%', '⚡ 모멘텀 보통 (RSI 47.5)', '✅ 관심 증가 (거래량 1.3배)']"
498400,타겟위클리커버드콜,KOSPI,퀄리티 적정가,77,17270.0,64.54,19.55,-12.15,45.7,1.64,"['✅ 6M 수익 64.5%', '❌ 변동성 높음 (σ=19.5)', '✅ 52주 고점 대비 -12.1%', '⚡ 모멘텀 보통 (RSI 45.7)', '✅ 관심 증가 (거래량 1.6배)']"
000440,중앙에너비스,KOSDAQ,퀄리티 적정가,75,31200.0,117.73,9.38,-4.88,65.8,4.38,"['✅ 6M 수익 117.7%', '⚡ 변동성 보통 (σ=9.4)', '❌ 52주 고점 대비 -4.9%', '✅ 모멘텀 양호 (RSI 65.8, MACD+)', '✅ 관심 증가 (거래량 4.4배)']"
002680,한탑,KOSDAQ,퀄리티 적정가,75,782.0,-0.38,7.8,-9.6,64.6,5.61,"['❌ 6M 수익 -0.4%', '✅ 변동성 낮음 (σ=7.8)', '✅ 52주 고점 대비 -9.6%', '✅ 모멘텀 양호 (RSI 64.6, MACD+)', '✅ 관심 증가 (거래량 5.6배)']"
006620,동구바이오제약,KOSDAQ,퀄리티 적정가,75,5490.0,8.71,4.82,-9.85,47.2,1.01,"['⚡ 6M 수익 8.7%', '✅ 변동성 낮음 (σ=4.8)', '✅ 52주 고점 대비 -9.9%', '⚡ 모멘텀 보통 (RSI 47.2)', '⚡ 관심 보통 (거래량 1.0배)']"
006920,모헨즈,KOSDAQ,퀄리티 적정가,75,6820.0,111.8,9.31,0.0,70.5,4.05,"['✅ 6M 수익 111.8%', '⚡ 변동성 보통 (σ=9.3)', '❌ 52주 고점 대비 0.0%', '✅ 모멘텀 양호 (RSI 70.5, MACD+)', '✅ 관심 증가 (거래량 4.0배)']"
025880,케이씨피드,KOSDAQ,퀄리티 적정가,75,2970.0,2.95,3.12,-5.26,62.6,4.89,"['❌ 6M 수익 2.9%', '✅ 변동성 낮음 (σ=3.1)', '✅ 52주 고점 대비 -5.3%', '✅ 모멘텀 양호 (RSI 62.6, MACD+)', '✅ 관심 증가 (거래량 4.9배)']"
027040,서울전자통신,KOSDAQ,퀄리티 적정가,75,370.0,74.53,9.8,0.0,93.8,2.29,"['✅ 6M 수익 74.5%', '⚡ 변동성 보통 (σ=9.8)', '❌ 52주 고점 대비 0.0%', '✅ 모멘텀 양호 (RSI 93.8, MACD+)', '✅ 관심 증가 (거래량 2.3배)']"
033160,엠케이전자,KOSDAQ,퀄리티 적정가,75,16010.0,85.52,10.91,0.0,74.1,2.61,"['✅ 6M 수익 85.5%', '⚡ 변동성 보통 (σ=10.9)', '❌ 52주 고점 대비 0.0%', '✅ 모멘텀 양호 (RSI 74.1, MACD+)', '✅ 관심 증가 (거래량 2.6배)']"
036810,에프에스티,KOSDAQ,퀄리티 적정가,75,42300.0,50.2,17.89,-14.63,51.3,1.11,"['✅ 6M 수익 50.2%', '❌ 변동성 높음 (σ=17.9)', '✅ 52주 고점 대비 -14.6%', '✅ 모멘텀 양호 (RSI 51.3, MACD+)', '⚡ 관심 보통 (거래량 1.1배)']"
038950,파인디지털,KOSDAQ,퀄리티 적정가,75,3200.0,-5.6,3.81,-15.23,65.8,1.62,"['❌ 6M 수익 -5.6%', '✅ 변동성 낮음 (σ=3.8)', '✅ 52주 고점 대비 -15.2%', '✅ 모멘텀 양호 (RSI 65.8, MACD+)', '✅ 관심 증가 (거래량 1.6배)']"
039560,다산네트웍스,KOSDAQ,퀄리티 적정가,75,4480.0,34.33,10.47,-0.99,55.2,2.14,"['✅ 6M 수익 34.3%', '⚡ 변동성 보통 (σ=10.5)', '❌ 52주 고점 대비 -1.0%', '✅ 모멘텀 양호 (RSI 55.2, MACD+)', '✅ 관심 증가 (거래량 2.1배)']"
047080,한빛소프트,KOSDAQ,퀄리티 적정가,75,1223.0,-6.43,3.19,-16.23,51.9,1.54,"['❌ 6M 수익 -6.4%', '✅ 변동성 낮음 (σ=3.2)', '✅ 52주 고점 대비 -16.2%', '✅ 모멘텀 양호 (RSI 51.9, MACD+)', '✅ 관심 증가 (거래량 1.5배)']"
054410,케이피티유,KOSDAQ,퀄리티 적정가,75,3550.0,-0.42,1.49,-7.55,52.8,1.55,"['❌ 6M 수익 -0.4%', '✅ 변동성 낮음 (σ=1.5)', '✅ 52주 고점 대비 -7.6%', '✅ 모멘텀 양호 (RSI 52.8, MACD+)', '✅ 관심 증가 (거래량 1.5배)']"
069540,빛과전자,KOSDAQ,퀄리티 적정가,75,1678.0,85.01,44.36,-8.36,69.3,1.22,"['✅ 6M 수익 85.0%', '❌ 변동성 높음 (σ=44.4)', '✅ 52주 고점 대비 -8.4%', '✅ 모멘텀 양호 (RSI 69.3, MACD+)', '⚡ 관심 보통 (거래량 1.2배)']"
072950,빛샘전자,KOSDAQ,퀄리티 적정가,75,7670.0,44.72,8.51,-0.52,58.5,2.36,"['✅ 6M 수익 44.7%', '⚡ 변동성 보통 (σ=8.5)', '❌ 52주 고점 대비 -0.5%', '✅ 모멘텀 양호 (RSI 58.5, MACD+)', '✅ 관심 증가 (거래량 2.4배)']"
084110,휴온스글로벌,KOSDAQ,퀄리티 적정가,75,74400.0,62.8,11.22,-1.2,71.2,1.54,"['✅ 6M 수익 62.8%', '⚡ 변동성 보통 (σ=11.2)', '❌ 52주 고점 대비 -1.2%', '✅ 모멘텀 양호 (RSI 71.2, MACD+)', '✅ 관심 증가 (거래량 1.5배)']"
086670,비엠티,KOSDAQ,퀄리티 적정가,75,13230.0,7.13,4.88,-6.44,47.8,1.06,"['⚡ 6M 수익 7.1%', '✅ 변동성 낮음 (σ=4.9)', '✅ 52주 고점 대비 -6.4%', '⚡ 모멘텀 보통 (RSI 47.8)', '⚡ 관심 보통 (거래량 1.1배)']"
089890,코세스,KOSDAQ,퀄리티 적정가,75,27800.0,124.37,44.05,-12.3,60.4,1.09,"['✅ 6M 수익 124.4%', '❌ 변동성 높음 (σ=44.1)', '✅ 52주 고점 대비 -12.3%', '✅ 모멘텀 양호 (RSI 60.4, MACD+)', '⚡ 관심 보통 (거래량 1.1배)']"
093640,케이알엠,KOSDAQ,퀄리티 적정가,75,5770.0,32.64,10.35,0.0,74.3,3.84,"['✅ 6M 수익 32.6%', '⚡ 변동성 보통 (σ=10.3)', '❌ 52주 고점 대비 0.0%', '✅ 모멘텀 양호 (RSI 74.3, MACD+)', '✅ 관심 증가 (거래량 3.8배)']"
095660,네오위즈,KOSDAQ,퀄리티 적정가,75,27650.0,2.03,4.92,-10.66,54.7,1.55,"['❌ 6M 수익 2.0%', '✅ 변동성 낮음 (σ=4.9)', '✅ 52주 고점 대비 -10.7%', '✅ 모멘텀 양호 (RSI 54.7, MACD+)', '✅ 관심 증가 (거래량 1.5배)']"
097870,효성오앤비,KOSDAQ,퀄리티 적정가,75,6560.0,1.23,3.56,-15.68,54.6,5.07,"['❌ 6M 수익 1.2%', '✅ 변동성 낮음 (σ=3.6)', '✅ 52주 고점 대비 -15.7%', '✅ 모멘텀 양호 (RSI 54.6, MACD+)', '✅ 관심 증가 (거래량 5.1배)']"
110790,크리스에프앤씨,KOSDAQ,퀄리티 적정가,75,4305.0,-6.0,4.14,-16.41,59.3,1.36,"['❌ 6M 수익 -6.0%', '✅ 변동성 낮음 (σ=4.1)', '✅ 52주 고점 대비 -16.4%', '✅ 모멘텀 양호 (RSI 59.3, MACD+)', '✅ 관심 증가 (거래량 1.4배)']"
126340,비나텍,KOSDAQ,퀄리티 적정가,75,138500.0,170.99,72.02,-8.46,59.8,1.06,"['✅ 6M 수익 171.0%', '❌ 변동성 높음 (σ=72.0)', '✅ 52주 고점 대비 -8.5%', '✅ 모멘텀 양호 (RSI 59.8, MACD+)', '⚡ 관심 보통 (거래량 1.1배)']"
218150,미래생명자원,KOSDAQ,퀄리티 적정가,75,3345.0,-4.84,5.86,-19.78,56.7,5.48,"['❌ 6M 수익 -4.8%', '✅ 변동성 낮음 (σ=5.9)', '✅ 52주 고점 대비 -19.8%', '✅ 모멘텀 양호 (RSI 56.7, MACD+)', '✅ 관심 증가 (거래량 5.5배)']"
219130,타이거일렉,KOSDAQ,퀄리티 적정가,75,33650.0,67.83,29.47,-14.16,51.0,1.11,"['✅ 6M 수익 67.8%', '❌ 변동성 높음 (σ=29.5)', '✅ 52주 고점 대비 -14.2%', '✅ 모멘텀 양호 (RSI 51.0, MACD+)', '⚡ 관심 보통 (거래량 1.1배)']"
228850,레이언스,KOSDAQ,퀄리티 적정가,75,6050.0,2.02,7.79,-12.7,66.0,1.39,"['❌ 6M 수익 2.0%', '✅ 변동성 낮음 (σ=7.8)', '✅ 52주 고점 대비 -12.7%', '✅ 모멘텀 양호 (RSI 66.0, MACD+)', '✅ 관심 증가 (거래량 1.4배)']"
238090,앤디포스,KOSDAQ,퀄리티 적정가,75,3125.0,64.56,9.54,0.0,81.6,3.46,"['✅ 6M 수익 64.6%', '⚡ 변동성 보통 (σ=9.5)', '❌ 52주 고점 대비 0.0%', '✅ 모멘텀 양호 (RSI 81.6, MACD+)', '✅ 관심 증가 (거래량 3.5배)']"
297090,씨에스베어링,KOSDAQ,퀄리티 적정가,75,7400.0,0.68,7.25,-14.84,56.9,1.5,"['❌ 6M 수익 0.7%', '✅ 변동성 낮음 (σ=7.3)', '✅ 52주 고점 대비 -14.8%', '✅ 모멘텀 양호 (RSI 56.9, MACD+)', '✅ 관심 증가 (거래량 1.5배)']"
307750,국전약품,KOSDAQ,퀄리티 적정가,75,4655.0,17.4,9.63,-3.62,68.7,4.9,"['✅ 6M 수익 17.4%', '⚡ 변동성 보통 (σ=9.6)', '❌ 52주 고점 대비 -3.6%', '✅ 모멘텀 양호 (RSI 68.7, MACD+)', '✅ 관심 증가 (거래량 4.9배)']"
322310,오로스테크놀로지,KOSDAQ,퀄리티 적정가,75,32000.0,31.96,8.13,-3.03,63.0,2.29,"['✅ 6M 수익 32.0%', '⚡ 변동성 보통 (σ=8.1)', '❌ 52주 고점 대비 -3.0%', '✅ 모멘텀 양호 (RSI 63.0, MACD+)', '✅ 관심 증가 (거래량 2.3배)']"
331380,포커스에이아이,KOSDAQ,퀄리티 적정가,75,3095.0,53.98,20.74,-13.43,56.7,1.07,"['✅ 6M 수익 54.0%', '❌ 변동성 높음 (σ=20.7)', '✅ 52주 고점 대비 -13.4%', '✅ 모멘텀 양호 (RSI 56.7, MACD+)', '⚡ 관심 보통 (거래량 1.1배)']"
360350,코셈,KOSDAQ,퀄리티 적정가,75,13200.0,77.18,9.85,-3.08,86.5,4.28,"['✅ 6M 수익 77.2%', '⚡ 변동성 보통 (σ=9.9)', '❌ 52주 고점 대비 -3.1%', '✅ 모멘텀 양호 (RSI 86.5, MACD+)', '✅ 관심 증가 (거래량 4.3배)']"
382900,범한퓨얼셀,KOSDAQ,퀄리티 적정가,75,31700.0,-4.52,5.71,-15.47,51.3,1.53,"['❌ 6M 수익 -4.5%', '✅ 변동성 낮음 (σ=5.7)', '✅ 52주 고점 대비 -15.5%', '✅ 모멘텀 양호 (RSI 51.3, MACD+)', '✅ 관심 증가 (거래량 1.5배)']"
