symbol,name,market,strategy,score,price,pb_proxy,volume_ratio,returns_3m,rsi,ma_aligned,checks
253590,네오셈,KOSDAQ,그레이엄 순유동자산,60,19670.0,2.56,1.34,100.92,59.4,True,"['❌ 52주 저가 대비 2.56', '⚡ 거래량 1.3배', '✅ 3M 수익 100.9%', '✅ RSI 59.4', '✅ 정배열']"
255440,야스,KOSDAQ,그레이엄 순유동자산,60,11580.0,1.75,1.08,25.87,50.2,True,"['❌ 52주 저가 대비 1.75', '⚡ 거래량 1.1배', '✅ 3M 수익 25.9%', '✅ RSI 50.2', '✅ 정배열']"
258610,케일럼,KOSDAQ,그레이엄 순유동자산,60,1539.0,1.42,3.4,2.94,63.9,False,"['⚡ 52주 저가 대비 1.42', '✅ 거래량 3.4배', '✅ 3M 수익 2.9%', '❌ RSI 63.9', '❌ 역배열/혼조']"
272110,케이엔제이,KOSDAQ,그레이엄 순유동자산,60,38250.0,2.67,1.12,68.13,59.6,True,"['❌ 52주 저가 대비 2.67', '⚡ 거래량 1.1배', '✅ 3M 수익 68.1%', '✅ RSI 59.6', '✅ 정배열']"
290660,네오펙트,KOSDAQ,그레이엄 순유동자산,60,998.0,1.5,1.04,15.91,59.4,True,"['❌ 52주 저가 대비 1.50', '⚡ 거래량 1.0배', '✅ 3M 수익 15.9%', '✅ RSI 59.4', '✅ 정배열']"
297090,씨에스베어링,KOSDAQ,그레이엄 순유동자산,60,7400.0,1.72,1.06,8.03,56.9,True,"['❌ 52주 저가 대비 1.72', '⚡ 거래량 1.1배', '✅ 3M 수익 8.0%', '✅ RSI 56.9', '✅ 정배열']"
297570,알로이스,KOSDAQ,그레이엄 순유동자산,60,1381.0,2.29,1.3,20.3,53.0,True,"['❌ 52주 저가 대비 2.29', '⚡ 거래량 1.3배', '✅ 3M 수익 20.3%', '✅ RSI 53.0', '✅ 정배열']"
315640,딥노이드,KOSDAQ,그레이엄 순유동자산,60,3550.0,1.2,0.53,-15.48,52.0,True,"['✅ 52주 저가 대비 1.20', '❌ 3M 수익 -15.5%', '✅ RSI 52.0', '✅ 정배열']"
318410,비비씨,KOSDAQ,그레이엄 순유동자산,60,7970.0,1.2,1.99,-0.38,63.3,False,"['✅ 52주 저가 대비 1.20', '✅ 거래량 2.0배', '⚡ 3M 수익 -0.4%', '❌ RSI 63.3', '❌ 역배열/혼조']"
321550,티움바이오,KOSDAQ,그레이엄 순유동자산,60,7420.0,2.48,1.38,18.72,58.5,True,"['❌ 52주 저가 대비 2.48', '⚡ 거래량 1.4배', '✅ 3M 수익 18.7%', '✅ RSI 58.5', '✅ 정배열']"
323350,다원넥스뷰,KOSDAQ,그레이엄 순유동자산,60,15850.0,3.16,1.44,169.1,45.9,True,"['❌ 52주 저가 대비 3.16', '⚡ 거래량 1.4배', '✅ 3M 수익 169.1%', '✅ RSI 45.9', '✅ 정배열']"
335870,윙스풋,KOSDAQ,그레이엄 순유동자산,60,2085.0,1.35,0.54,29.34,50.6,True,"['⚡ 52주 저가 대비 1.35', '⚡ 3M 수익 29.3%', '✅ RSI 50.6', '✅ 정배열']"
348350,위드텍,KOSDAQ,그레이엄 순유동자산,60,9900.0,1.55,1.13,13.4,51.1,True,"['❌ 52주 저가 대비 1.55', '⚡ 거래량 1.1배', '✅ 3M 수익 13.4%', '✅ RSI 51.1', '✅ 정배열']"
354200,엔젠바이오,KOSDAQ,그레이엄 순유동자산,60,2060.0,1.49,0.65,21.18,56.4,True,"['⚡ 52주 저가 대비 1.49', '⚡ 3M 수익 21.2%', '✅ RSI 56.4', '✅ 정배열']"
361570,알비더블유,KOSDAQ,그레이엄 순유동자산,60,2030.0,1.16,0.59,-19.12,50.3,True,"['✅ 52주 저가 대비 1.16', '❌ 3M 수익 -19.1%', '✅ RSI 50.3', '✅ 정배열']"
363250,진시스템,KOSDAQ,그레이엄 순유동자산,60,5420.0,1.54,1.21,26.93,49.6,True,"['❌ 52주 저가 대비 1.54', '⚡ 거래량 1.2배', '✅ 3M 수익 26.9%', '✅ RSI 49.6', '✅ 정배열']"
371950,풍원정밀,KOSDAQ,그레이엄 순유동자산,60,17200.0,1.98,1.19,81.63,49.8,True,"['❌ 52주 저가 대비 1.98', '⚡ 거래량 1.2배', '✅ 3M 수익 81.6%', '✅ RSI 49.8', '✅ 정배열']"
383930,디티앤씨알오,KOSDAQ,그레이엄 순유동자산,60,2965.0,1.28,0.82,-13.56,44.9,True,"['✅ 52주 저가 대비 1.28', '❌ 3M 수익 -13.6%', '✅ RSI 44.9', '✅ 정배열']"
456160,지투지바이오,KOSDAQ,그레이엄 순유동자산,60,100200.0,3.2,1.45,33.6,51.4,True,"['❌ 52주 저가 대비 3.20', '⚡ 거래량 1.5배', '✅ 3M 수익 33.6%', '✅ RSI 51.4', '✅ 정배열']"
458870,씨어스테크놀로지,KOSDAQ,그레이엄 순유동자산,60,169400.0,14.95,1.36,49.78,57.9,True,"['❌ 52주 저가 대비 14.95', '⚡ 거래량 1.4배', '✅ 3M 수익 49.8%', '✅ RSI 57.9', '✅ 정배열']"
475580,에이럭스,KOSDAQ,그레이엄 순유동자산,60,11430.0,1.4,2.05,19.56,61.6,False,"['⚡ 52주 저가 대비 1.40', '✅ 거래량 2.1배', '✅ 3M 수익 19.6%', '❌ RSI 61.6', '❌ 역배열/혼조']"
475830,오름테라퓨틱,KOSDAQ,그레이엄 순유동자산,60,131100.0,7.71,1.01,43.44,50.2,True,"['❌ 52주 저가 대비 7.71', '⚡ 거래량 1.0배', '✅ 3M 수익 43.4%', '✅ RSI 50.2', '✅ 정배열']"
000890,보해양조,KOSPI,그레이엄 순유동자산,60,438.0,1.08,0.16,1.15,21.1,False,"['✅ 52주 저가 대비 1.08', '✅ 3M 수익 1.2%', '⚡ RSI 21.1 (과매도)', '❌ 역배열/혼조']"
001275,부국증권우,KOSPI,그레이엄 순유동자산,60,37100.0,1.83,1.38,19.68,54.1,True,"['❌ 52주 저가 대비 1.83', '⚡ 거래량 1.4배', '✅ 3M 수익 19.7%', '✅ RSI 54.1', '✅ 정배열']"
002070,비비안,KOSPI,그레이엄 순유동자산,60,375.0,1.0,2.72,-42.66,14.9,False,"['✅ 52주 저가 대비 1.00', '✅ 거래량 2.7배', '❌ 3M 수익 -42.7%', '⚡ RSI 14.9 (과매도)', '❌ 역배열/혼조']"
002600,조흥,KOSPI,그레이엄 순유동자산,60,149300.0,1.02,1.11,-3.86,24.3,False,"['✅ 52주 저가 대비 1.02', '⚡ 거래량 1.1배', '⚡ 3M 수익 -3.9%', '⚡ RSI 24.3 (과매도)', '❌ 역배열/혼조']"
004000,롯데정밀화학,KOSPI,그레이엄 순유동자산,60,51100.0,1.66,1.3,7.69,52.1,True,"['❌ 52주 저가 대비 1.66', '⚡ 거래량 1.3배', '✅ 3M 수익 7.7%', '✅ RSI 52.1', '✅ 정배열']"
004140,동방,KOSPI,그레이엄 순유동자산,60,2750.0,1.37,0.71,-2.31,51.2,True,"['⚡ 52주 저가 대비 1.37', '⚡ 3M 수익 -2.3%', '✅ RSI 51.2', '✅ 정배열']"
004970,신라교역,KOSPI,그레이엄 순유동자산,60,9510.0,1.13,0.76,1.82,22.6,False,"['✅ 52주 저가 대비 1.13', '✅ 3M 수익 1.8%', '⚡ RSI 22.6 (과매도)', '❌ 역배열/혼조']"
005880,대한해운,KOSPI,그레이엄 순유동자산,60,2515.0,1.83,1.47,32.58,55.5,True,"['❌ 52주 저가 대비 1.83', '⚡ 거래량 1.5배', '✅ 3M 수익 32.6%', '✅ RSI 55.5', '✅ 정배열']"
010060,홀딩스,KOSPI,그레이엄 순유동자산,60,158100.0,2.68,1.24,52.75,54.8,True,"['❌ 52주 저가 대비 2.68', '⚡ 거래량 1.2배', '✅ 3M 수익 52.8%', '✅ RSI 54.8', '✅ 정배열']"
010780,아이에스동서,KOSPI,그레이엄 순유동자산,60,31750.0,1.99,1.36,40.49,51.7,True,"['❌ 52주 저가 대비 1.99', '⚡ 거래량 1.4배', '✅ 3M 수익 40.5%', '✅ RSI 51.7', '✅ 정배열']"
015260,에이엔피,KOSPI,그레이엄 순유동자산,60,700.0,1.93,1.09,52.51,54.2,True,"['❌ 52주 저가 대비 1.93', '⚡ 거래량 1.1배', '✅ 3M 수익 52.5%', '✅ RSI 54.2', '✅ 정배열']"
017960,한국카본,KOSPI,그레이엄 순유동자산,60,45850.0,3.39,1.05,52.07,59.4,True,"['❌ 52주 저가 대비 3.39', '⚡ 거래량 1.1배', '✅ 3M 수익 52.1%', '✅ RSI 59.4', '✅ 정배열']"
019180,티에이치엔,KOSPI,그레이엄 순유동자산,60,8450.0,3.11,1.26,12.67,55.0,True,"['❌ 52주 저가 대비 3.11', '⚡ 거래량 1.3배', '✅ 3M 수익 12.7%', '✅ RSI 55.0', '✅ 정배열']"
021820,세원정공,KOSPI,그레이엄 순유동자산,60,16260.0,2.11,1.04,37.56,54.4,True,"['❌ 52주 저가 대비 2.11', '⚡ 거래량 1.0배', '✅ 3M 수익 37.6%', '✅ RSI 54.4', '✅ 정배열']"
035000,애드,KOSPI,그레이엄 순유동자산,60,8760.0,1.32,0.55,-4.68,51.1,True,"['⚡ 52주 저가 대비 1.32', '⚡ 3M 수익 -4.7%', '✅ RSI 51.1', '✅ 정배열']"
047050,포스코인터내셔널,KOSPI,그레이엄 순유동자산,60,73800.0,1.68,1.17,36.92,50.6,True,"['❌ 52주 저가 대비 1.68', '⚡ 거래량 1.2배', '✅ 3M 수익 36.9%', '✅ RSI 50.6', '✅ 정배열']"
075180,새론오토모티브,KOSPI,그레이엄 순유동자산,60,3050.0,1.0,1.5,-10.56,23.5,False,"['✅ 52주 저가 대비 1.00', '✅ 거래량 1.5배', '❌ 3M 수익 -10.6%', '⚡ RSI 23.5 (과매도)', '❌ 역배열/혼조']"
085620,미래에셋생명,KOSPI,그레이엄 순유동자산,60,17160.0,3.9,1.07,92.38,53.0,True,"['❌ 52주 저가 대비 3.90', '⚡ 거래량 1.1배', '✅ 3M 수익 92.4%', '✅ RSI 53.0', '✅ 정배열']"
105840,우진,KOSPI,그레이엄 순유동자산,60,26500.0,4.34,1.36,22.4,47.4,True,"['❌ 52주 저가 대비 4.34', '⚡ 거래량 1.4배', '✅ 3M 수익 22.4%', '✅ RSI 47.4', '✅ 정배열']"
117700,건설,KOSPI,그레이엄 순유동자산,60,6645.0,2.32,1.08,55.44,54.4,True,"['❌ 52주 저가 대비 2.32', '⚡ 거래량 1.1배', '✅ 3M 수익 55.4%', '✅ RSI 54.4', '✅ 정배열']"
120110,코오롱인더,KOSPI,그레이엄 순유동자산,60,71200.0,2.7,1.14,53.45,59.6,True,"['❌ 52주 저가 대비 2.70', '⚡ 거래량 1.1배', '✅ 3M 수익 53.4%', '✅ RSI 59.6', '✅ 정배열']"
126720,수산인더스트리,KOSPI,그레이엄 순유동자산,60,27400.0,1.57,1.14,23.15,45.1,True,"['❌ 52주 저가 대비 1.57', '⚡ 거래량 1.1배', '✅ 3M 수익 23.1%', '✅ RSI 45.1', '✅ 정배열']"
139220,건설,KOSPI,그레이엄 순유동자산,60,7300.0,2.65,1.09,46.59,51.2,True,"['❌ 52주 저가 대비 2.65', '⚡ 거래량 1.1배', '✅ 3M 수익 46.6%', '✅ RSI 51.2', '✅ 정배열']"
145210,다이나믹디자인,KOSPI,그레이엄 순유동자산,60,238.0,1.0,1.53,-73.73,25.1,False,"['✅ 52주 저가 대비 1.00', '✅ 거래량 1.5배', '❌ 3M 수익 -73.7%', '⚡ RSI 25.1 (과매도)', '❌ 역배열/혼조']"
152550,한국ANKOR유전,KOSPI,그레이엄 순유동자산,60,319.0,1.78,1.37,46.33,54.1,True,"['❌ 52주 저가 대비 1.78', '⚡ 거래량 1.4배', '✅ 3M 수익 46.3%', '✅ RSI 54.1', '✅ 정배열']"
210980,디앤디,KOSPI,그레이엄 순유동자산,60,13450.0,1.75,1.04,6.07,48.5,True,"['❌ 52주 저가 대비 1.75', '⚡ 거래량 1.0배', '✅ 3M 수익 6.1%', '✅ RSI 48.5', '✅ 정배열']"
217770,원유선물인버스,KOSPI,그레이엄 순유동자산,60,1511.0,1.04,2.95,-45.33,22.7,False,"['✅ 52주 저가 대비 1.04', '✅ 거래량 2.9배', '❌ 3M 수익 -45.3%', '⚡ RSI 22.7 (과매도)', '❌ 역배열/혼조']"
229640,에코에너지,KOSPI,그레이엄 순유동자산,60,44600.0,1.69,1.34,17.37,48.9,True,"['❌ 52주 저가 대비 1.69', '⚡ 거래량 1.3배', '✅ 3M 수익 17.4%', '✅ RSI 48.9', '✅ 정배열']"
267450,미국장기국채선물인버스,KOSPI,그레이엄 순유동자산,60,10795.0,1.04,1.35,0.43,71.1,False,"['✅ 52주 저가 대비 1.04', '⚡ 거래량 1.3배', '✅ 3M 수익 0.4%', '❌ RSI 71.1', '❌ 역배열/혼조']"
271050,원유선물인버스,KOSPI,그레이엄 순유동자산,60,2365.0,1.04,2.53,-45.19,23.4,False,"['✅ 52주 저가 대비 1.04', '✅ 거래량 2.5배', '❌ 3M 수익 -45.2%', '⚡ RSI 23.4 (과매도)', '❌ 역배열/혼조']"
298770,한국대만IT프리미어,KOSPI,그레이엄 순유동자산,60,55075.0,2.75,1.08,36.77,49.9,True,"['❌ 52주 저가 대비 2.75', '⚡ 거래량 1.1배', '✅ 3M 수익 36.8%', '✅ RSI 49.9', '✅ 정배열']"
377990,신재생에너지,KOSPI,그레이엄 순유동자산,60,24635.0,3.53,1.05,31.81,50.3,True,"['❌ 52주 저가 대비 3.53', '⚡ 거래량 1.0배', '✅ 3M 수익 31.8%', '✅ RSI 50.3', '✅ 정배열']"
385510,신재생에너지액티브,KOSPI,그레이엄 순유동자산,60,40405.0,2.94,1.14,27.78,52.2,True,"['❌ 52주 저가 대비 2.94', '⚡ 거래량 1.1배', '✅ 3M 수익 27.8%', '✅ RSI 52.2', '✅ 정배열']"
417450,글로벌수소경제,KOSPI,그레이엄 순유동자산,60,14005.0,2.44,1.3,13.85,60.0,True,"['❌ 52주 저가 대비 2.44', '⚡ 거래량 1.3배', '✅ 3M 수익 13.9%', '✅ RSI 60.0', '✅ 정배열']"
433500,원자력TOP10,KOSPI,그레이엄 순유동자산,60,68105.0,4.04,1.05,54.82,54.7,True,"['❌ 52주 저가 대비 4.04', '⚡ 거래량 1.1배', '✅ 3M 수익 54.8%', '✅ RSI 54.7', '✅ 정배열']"
446690,아시아AI반도체exChina액티브,KOSPI,그레이엄 순유동자산,60,43485.0,3.36,1.3,52.92,56.0,True,"['❌ 52주 저가 대비 3.36', '⚡ 거래량 1.3배', '✅ 3M 수익 52.9%', '✅ RSI 56.0', '✅ 정배열']"
460280,유전자혁신기술,KOSPI,그레이엄 순유동자산,60,14240.0,1.77,1.22,9.24,47.1,True,"['❌ 52주 저가 대비 1.77', '⚡ 거래량 1.2배', '✅ 3M 수익 9.2%', '✅ RSI 47.1', '✅ 정배열']"
481060,미국30년국채타겟커버드콜,KOSPI,그레이엄 순유동자산,60,8010.0,1.05,1.17,-0.69,29.5,False,"['✅ 52주 저가 대비 1.05', '⚡ 거래량 1.2배', '⚡ 3M 수익 -0.7%', '⚡ RSI 29.5 (과매도)', '❌ 역배열/혼조']"
483320,엔비디아밸류체인액티브,KOSPI,그레이엄 순유동자산,60,17685.0,3.0,1.38,15.35,51.7,True,"['❌ 52주 저가 대비 3.00', '⚡ 거래량 1.4배', '✅ 3M 수익 15.3%', '✅ RSI 51.7', '✅ 정배열']"
486450,미국AI전력인프라,KOSPI,그레이엄 순유동자산,60,21315.0,2.13,1.0,1.91,56.6,True,"['❌ 52주 저가 대비 2.13', '⚡ 거래량 1.0배', '✅ 3M 수익 1.9%', '✅ RSI 56.6', '✅ 정배열']"
495940,미국AI테크액티브,KOSPI,그레이엄 순유동자산,60,15060.0,1.98,1.23,8.71,53.1,True,"['❌ 52주 저가 대비 1.98', '⚡ 거래량 1.2배', '✅ 3M 수익 8.7%', '✅ RSI 53.1', '✅ 정배열']"
