code,name,signal_date,entry_date,entry_price,exit_price,return,days,reason,scan_close
108670,LX하우시스,2026-03-03,2026-03-05,28700.0,27265.0,-5.0,2,stop_loss,30600.0
126560,현대퓨처넷,2026-03-03,2026-03-05,3190.0,3260.0,2.19435736677116,5,time_exit,3365.0
127980,화인써키트,2026-03-03,2026-03-05,4885.0,5130.0,5.015353121801433,5,time_exit,5240.0
133690,Stock,2026-03-03,2026-03-05,161955.0,162525.0,0.3519496156339724,5,time_exit,160685.0
134060,이퓨쳐,2026-03-03,2026-03-05,3925.0,3970.0,1.1464968152866242,5,time_exit,4185.0
143240,사람인,2026-03-03,2026-03-05,12990.0,14000.0,7.775211701308699,5,time_exit,13960.0
160580,Stock,2026-03-03,2026-03-05,15445.0,15610.0,1.068306895435416,5,time_exit,15715.0
174360,Stock,2026-03-03,2026-03-05,23820.0,24825.0,4.2191435768261965,5,time_exit,24445.0
174900,앱클론,2026-03-03,2026-03-05,57600.0,63360.00000000001,10.0,1,take_profit,64400.0
178920,PI첨단소재,2026-03-03,2026-03-05,17630.0,19393.0,10.0,3,take_profit,19540.0
195870,해성디에스,2026-03-03,2026-03-05,52500.0,57750.00000000001,10.0,1,take_profit,59900.0
197140,디지캡,2026-03-03,2026-03-05,1928.0,2005.0,3.993775933609958,5,time_exit,2170.0
204480,Stock,2026-03-03,2026-03-05,27900.0,29480.0,5.663082437275985,5,time_exit,28620.0
