symbol,name,market,price,strategies_count,s1_top20,s1_value,s2_turnaround,s2_value,s3_momentum,s3_value,s4_breakout,s4_value,s5_ma200,s5_value
449450,방산,KOSPI,75810.0,5,True,1939.7148559625,True,57.69110764430576,True,78.16215011812392,True,1615.8196467,True,37.34821559194843
462900,바이오헬스케어액티브,KOSPI,23705.0,5,True,490.7588761,True,17.759562841530062,True,53.818142451711395,True,273.3641636,True,23.17165051570498
463250,방산,KOSPI,48350.0,5,True,1507.7573834975,True,76.04223557254687,True,70.59934466034656,True,1145.652283,True,50.10539975846535
015750,성우하이텍,KOSDAQ,9850.0,5,True,250.665161335,True,52.71317829457365,True,220.06154702129226,True,222.0382075,True,49.588063328144585
036810,에프에스티,KOSDAQ,42300.0,5,True,174.560325925,True,62.498559409934316,True,220.82948014137997,True,236.198547,True,47.424411879410336
039200,오스코텍,KOSDAQ,59300.0,5,True,201.796542375,True,45.16523867809057,True,384.24110268962227,True,374.701282,True,41.370555350267615
078600,대주전자재료,KOSDAQ,110700.0,5,True,540.8454581,True,87.30964467005076,True,479.2079720012089,True,221.339115,True,48.73234895000604
083650,비에이치아이,KOSDAQ,101500.0,5,True,661.4034313,True,98.63013698630137,True,770.1362613417332,True,527.947175,True,92.04752939840874
126340,비나텍,KOSDAQ,138500.0,5,True,166.9310298,True,109.21450151057401,True,1382.0275490027088,True,284.9222,True,135.20710750026214
131970,두산테스나,KOSDAQ,72800.0,5,True,220.013048,True,77.12895377128955,True,265.9637180325958,True,451.044048,True,69.66631902162197
141080,리가켐바이오,KOSDAQ,201000.0,5,True,817.17080875,True,37.20136518771331,True,1338.1894693991426,True,765.40398,True,30.622112179049775
213420,덕산네오룩스,KOSDAQ,47600.0,5,True,130.611469225,True,39.99999999999999,True,445.9067172976351,True,302.313788,True,18.50745339681947
222800,심텍,KOSDAQ,56000.0,5,True,332.1310312,True,30.841121495327094,True,243.76036609100208,True,538.13592,True,39.67891309851479
237690,에스티팜,KOSDAQ,155100.0,5,True,325.31930765,True,34.869565217391305,True,86.91864393853757,True,203.275611,True,45.54019245837184
253590,네오셈,KOSDAQ,19670.0,5,True,550.106420615,True,113.1094257854821,True,174.42699864220822,True,351.1063528,True,78.69228498103608
347850,디앤디파마텍,KOSDAQ,87600.0,5,True,596.3753047,True,25.14285714285713,True,726.9670199687775,True,654.904608,True,47.516518987363085
388050,지투파워,KOSDAQ,11680.0,5,True,264.65591204,True,53.68421052631578,True,45.35485910351207,True,277.37956,True,28.801746763415004
425040,티이엠씨,KOSDAQ,9710.0,5,True,49.216314165,True,34.48753462603877,True,0.11195495536740196,True,332.2633828,True,21.130467867991488
458870,씨어스테크놀로지,KOSDAQ,169400.0,5,True,147.55004635,True,55.41284403669724,True,3191.245635322465,True,236.424804,True,107.78851201836979
475830,오름테라퓨틱,KOSDAQ,131100.0,5,True,463.9776368,True,50.171821305841924,True,1352.1175215465105,True,386.147184,True,126.1740867638991
476060,온코닉테라퓨틱스,KOSDAQ,24350.0,5,True,463.178075575,True,47.04106280193236,True,419.04906410461433,True,309.973065,True,83.85219038932496
000150,두산,KOSPI,1088000.0,4,True,1543.7999,True,45.64926372155287,False,-6842.979675372189,True,863.39328,True,47.58045372850894
000270,기아,KOSPI,162000.0,4,True,3278.404324,True,35.2253756260434,False,-2756.7908158357695,True,1709.83062,True,36.61835830272773
000660,하이닉스,KOSPI,974000.0,4,True,44689.703993,True,83.77358490566039,False,-8842.736627247003,True,36671.13896,True,98.715895435451
000880,한화,KOSPI,123700.0,4,True,653.56220755,True,57.57961783439492,False,-1512.7293807806072,True,277.837622,True,31.862977630197364
000990,하이텍,KOSPI,87900.0,4,True,373.35181805,True,37.34375000000001,False,-795.1057539715462,True,308.870931,True,42.34068652257168
001230,동국홀딩스,KOSPI,9680.0,4,True,29.37987208,True,40.49346879535558,True,15.852457268106605,False,23.4586088,True,22.88006499441453
001510,증권,KOSPI,1727.0,4,True,1745.2303459785,True,168.5847589424572,False,-35.468133282608505,True,364.6555319,True,121.64468829210384
002420,세기상사,KOSPI,5730.0,4,True,14.50193157,True,18.266253869969052,True,24.50461804271545,False,1.8802422,True,5.965408674184114
002720,국제약품,KOSPI,4965.0,4,True,37.58435155,True,21.097560975609753,True,4.374489789181794,False,12.7015623,True,8.274316743265576
003000,부광약품,KOSPI,5940.0,4,True,176.372489965,True,63.18681318681318,True,58.14918226040845,False,126.1135656,True,53.90016439335743
003160,디아이,KOSPI,35950.0,4,True,201.0369134,True,85.88417786970011,False,-252.6348664306222,True,366.795693,True,70.09297154077262
003280,흥아해운,KOSPI,3035.0,4,True,1554.514756261,False,93.9297124600639,True,35.86682775412871,True,6749.96816805,True,74.04668580128858
003490,대한항공,KOSPI,24650.0,4,True,980.776587425,True,13.85681293302541,False,-218.12510144283263,True,526.0711795,True,5.7304623831174295
004000,롯데정밀화학,KOSPI,51100.0,4,True,59.952553575,True,21.811680572109648,True,291.44361768876297,False,103.208203,True,15.257525008176298
004020,현대제철,KOSPI,34900.0,4,True,911.811353075,True,20.137693631669528,False,-464.0071696463699,True,594.119103,True,6.9264765581317
004090,한국석유,KOSPI,18940.0,4,True,823.95546052,True,37.345902828136325,False,-356.3311089565718,True,351.2784754,True,29.33138949301959
004170,신세계,KOSPI,349000.0,4,True,276.32296525,True,51.082251082251084,False,-3853.343076877667,True,265.78793,True,57.658166376798505
005380,현대차,KOSPI,506000.0,4,True,12420.989231,True,79.11504424778761,False,-10482.045441624261,True,6821.33034,True,72.95538366357786
005385,현대차우,KOSPI,262000.0,4,True,586.04004275,True,31.065532766383196,False,-3092.496782388202,True,252.15928,True,34.105206045995004
005387,현대차2우B,KOSPI,263500.0,4,True,780.0269295,True,29.484029484029485,False,-3213.792226775317,True,387.326555,True,32.70280614814367
005880,대한해운,KOSPI,2515.0,4,True,798.4101484575,True,45.79710144927536,False,-8.569028550917722,True,4956.76126345,True,37.54330700048947
005930,삼성전자,KOSPI,183300.0,4,True,65557.07769805,True,78.30739299610896,False,-2989.7039139731205,True,25264.561608,True,81.96347825223731
005935,삼성전자우,KOSPI,138300.0,4,True,7925.09318285,True,73.30827067669172,False,-560.9714181376085,True,4617.286566,True,79.07664817200681
006340,대원전선,KOSPI,5800.0,4,True,1234.583518655,True,65.47788873038516,False,-16.77164064856038,True,366.096928,True,65.50858219070584
006360,건설,KOSPI,22400.0,4,True,244.522054955,True,22.404371584699454,False,37.435498278964076,True,252.997248,True,12.646874677837472
006400,삼성SDI,KOSPI,383000.0,4,True,3882.38577875,True,45.90476190476191,False,-5649.989964603672,True,1852.24928,True,46.61437548209524
006800,미래에셋증권,KOSPI,70900.0,4,True,4650.319317603,True,248.2147242276902,False,-792.5683067213886,True,2953.986817,True,159.60269071415087
007340,오토모티브,KOSPI,35850.0,4,True,101.80737315,False,53.53319057815846,True,423.9341978338084,True,529.876623,True,43.01956794925499
008060,대덕,KOSPI,12960.0,4,True,15.702751925,True,35.70680628272251,True,78.73066266370301,False,8.3493504,True,38.64224737371362
009150,삼성전기,KOSPI,413000.0,4,True,3654.57057425,True,64.21471172962228,False,-4393.0360192844455,True,2904.38533,True,88.69907295298059
009830,한화솔루션,KOSPI,46050.0,4,True,3412.95778695,True,76.4367816091954,False,-922.4062588319725,True,1540.414866,True,42.03099699282906
009900,명신산업,KOSPI,10800.0,4,True,108.29096063,True,29.651860744297707,True,112.5990834711441,False,51.758892,True,21.538132589099824
010130,고려아연,KOSPI,1600000.0,4,True,725.3611235,True,40.10507880910683,False,-36412.62019773999,True,319.12,True,40.44389047132091
010140,삼성중공업,KOSPI,28750.0,4,True,1820.0163471,True,22.34042553191489,False,205.03601711757085,True,2046.7812125,True,24.90333567934382
010780,아이에스동서,KOSPI,31750.0,4,True,51.255936125,True,46.31336405529953,True,45.48418427533011,False,48.5574975,True,46.566309137197614
010820,퍼스텍,KOSPI,8000.0,4,True,679.427492925,True,113.33333333333333,False,-49.239379128609926,True,763.99352,True,77.12634643699283
011700,한신기계,KOSPI,5010.0,4,True,228.72644832,True,67.0,False,-9.28274731218113,True,239.9182788,True,36.7908751476099
012330,현대모비스,KOSPI,401000.0,4,True,1966.67737675,True,13.920454545454541,False,-7463.240484737624,True,711.96748,True,19.41898642763016
012450,한화에어로스페이스,KOSPI,1476000.0,4,True,5790.282583,False,73.44300822561691,True,16024.525081781983,True,2670.6744,True,47.32631558669249
015260,에이엔피,KOSPI,700.0,4,True,41.360323778,True,92.83746556473828,True,14.939262698600302,False,3.665277,True,45.99910314836637
017670,텔레콤,KOSPI,76300.0,4,True,1091.9864414,True,44.50757575757576,False,-1018.9706021895527,True,317.401133,True,31.58802428256071
018470,조일알미늄,KOSPI,1344.0,4,True,51.145722318500006,True,22.739726027397268,True,10.614416105855625,True,356.86027776,False,-3.354546435120276
019180,티에이치엔,KOSPI,8450.0,4,True,45.873897265,True,30.000000000000004,True,91.16319497322306,False,54.8843555,True,51.77913890036463
025860,남해화학,KOSPI,8650.0,4,True,274.02059146,False,34.31677018633541,True,116.97182450924504,True,490.9723565,True,21.888496685055635
028670,팬오션,KOSPI,5100.0,4,True,594.24469442,True,34.387351778656125,False,-74.93351902970366,True,587.174985,True,23.73159947353418
032830,삼성생명,KOSPI,212000.0,4,True,1124.15016325,True,39.749505603164145,False,-2205.149694457088,True,353.65628,True,38.173309739588944
036570,엔씨소프트,KOSPI,226000.0,4,True,346.6072256,True,16.19537275064267,False,677.8975935133858,True,225.6497,True,9.150269977880177
039490,키움증권,KOSPI,430000.0,4,True,747.11012375,True,55.51537070524412,False,-5700.613381290872,True,300.7377,True,54.81826855568956
042660,한화오션,KOSPI,131900.0,4,True,3025.02361915,True,27.43961352657005,False,159.6052935930445,True,1612.317901,True,17.680647377389967
042700,한미반도체,KOSPI,300000.0,4,True,6091.2679275,False,157.95356835769562,True,1027.292498775725,True,2637.747,True,128.62020088094982
044450,해운,KOSPI,10650.0,4,True,145.460395905,True,23.98137369033759,False,-115.34477768863019,True,296.4609615,True,9.972945622766982
047040,대우건설,KOSPI,11980.0,4,True,2583.6792657,False,228.66941015089162,True,239.22437452348709,True,3043.4244778,True,167.73193284353437
047050,포스코인터내셔널,KOSPI,73800.0,4,True,1042.6488988,True,54.2319749216301,False,-41.14624062501207,True,623.439522,True,35.988612335714976
047810,한국항공우주,KOSPI,191200.0,4,True,2011.61290385,True,79.19400187441425,False,-418.59482440513057,True,2261.823344,True,66.91619706936362
066970,엘앤에프,KOSPI,105100.0,4,True,534.47794805,True,12.768240343347648,False,-1000.8173561831352,True,200.574942,True,14.526692020181109
079550,넥스원,KOSPI,730000.0,4,True,4305.9774285,False,93.37748344370863,True,11460.18058922072,True,4438.3051,True,45.61993197753862
082640,동양생명,KOSPI,8340.0,4,True,125.403963305,True,36.05220228384991,True,46.04686052410517,False,47.9576688,True,15.58851044662346
091160,반도체,KOSPI,99470.0,4,True,5503.334636045,True,83.5070565445992,False,-726.7098185902141,True,3102.8482807,True,83.74366401158582
091230,반도체,KOSPI,104430.0,4,True,638.8666915425,True,83.71332066708888,False,-747.0082498068787,True,291.432801,True,84.4704432616487
102970,증권,KOSPI,26920.0,4,True,1900.9234982975,True,84.44672833162042,False,-407.98612202034496,True,925.4479532,True,68.98216805000416
103590,일진전기,KOSPI,77000.0,4,True,542.7408369,True,46.38783269961977,False,-994.5991527615761,True,211.20407,True,55.89569160997732
105840,우진,KOSPI,26500.0,4,True,417.687847225,True,55.24311657879319,False,224.40928892521282,True,696.1497,True,69.40430414784842
114800,인버스,KOSPI,1686.0,4,True,5929.010638436,True,10.340314136125661,True,20.090374527254824,True,4340.91963498,False,-42.110097255723325
122630,레버리지,KOSPI,82055.0,4,True,20771.167000285,True,99.7444011684518,False,-2337.88606877592,True,15789.4432216,True,97.60992059358837
123320,레버리지,KOSPI,82115.0,4,True,600.9394077525,True,101.60320149272053,False,-2251.162247050931,True,203.6632653,True,99.94876792209608
133690,미국나스닥100,KOSPI,162725.0,4,True,1194.615162965,False,3.183158428711841,True,430.46424868417876,True,660.3478135,True,6.91331838047069
138540,현대차그룹플러스,KOSPI,58435.0,4,True,1009.04445168,True,41.6777791247424,False,-943.6756069597277,True,326.2344241,True,42.01685318505024
157500,증권,KOSPI,18580.0,4,True,720.67065577,True,86.73366834170855,False,-276.8748627444186,True,275.2582408,True,70.53107396487042
229200,코스닥150,KOSPI,19640.0,4,True,10696.9000708275,True,30.498338870431894,False,-131.38601270699797,True,4598.1368328,True,30.598999893605704
232080,코스닥150,KOSPI,20070.0,4,True,1949.81113502,True,30.749185667752442,False,-128.47745768478063,True,617.9284062,True,30.472091844031567
233160,코스닥150,KOSPI,18455.0,4,True,546.562237875,True,51.08473188702416,False,-332.9105899495814,True,260.37993405,True,47.64874080545567
233740,코스닥150레버리지,KOSPI,16700.0,4,True,13614.643494245,True,53.00045808520384,False,-294.3064333784674,True,6045.835202,True,49.42266482348887
237350,코스피100,KOSPI,66000.0,4,True,656.6386822625,True,49.642897630654126,False,-791.2099051096334,True,231.08514,True,54.374048319077104
261220,원유선물,KOSPI,23560.0,4,True,434.4355212825,False,81.64996144949885,True,601.4838840483553,True,1116.9016164,True,61.54828534940131
271940,일진하이솔루스,KOSPI,16880.0,4,True,29.754272645,True,27.588813303099013,True,67.14664938661485,False,20.6786752,True,5.844988509422899
284430,미국채혼합,KOSPI,19695.0,4,True,464.29637206949997,True,18.487546624954888,False,-74.66107134091004,True,214.32000525,True,24.02806894688552
292150,코리아TOP10,KOSPI,30120.0,4,True,1491.0132577,True,61.579314414462736,False,-389.3546634055033,True,592.9887048,True,65.58016138568385
298040,효성중공업,KOSPI,2517000.0,4,True,1289.4356785,True,43.25554923164485,False,-20942.431364725722,True,937.5825,True,55.47449989653563
305720,차전지산업,KOSPI,15935.0,4,True,1445.2272599075,True,18.08077065579845,False,-246.8940185606732,True,679.04883145,True,16.445826383547768
307950,현대오토에버,KOSPI,420000.0,4,True,1099.27958525,True,63.106796116504846,False,-4048.966021865933,True,354.0684,True,73.9098029229269
315960,대형고배당10TR,KOSPI,57320.0,4,True,519.4109672425,True,62.540762795973336,False,-777.0145247186133,True,383.1205748,True,69.40624323479628
322000,현대에너지솔루션,KOSPI,119400.0,4,True,2177.09187475,False,135.96837944664034,True,2328.113554774194,True,868.830816,True,113.7419611809512
329180,현대중공업,KOSPI,583000.0,4,True,1588.886102,True,15.674603174603185,False,2337.6543225614137,True,895.62209,True,14.105092159923283
360750,미국S,KOSPI,24785.0,4,True,2339.417647575,False,1.4323715981174434,True,13.719682575339185,True,1799.50922445,True,7.124387686984135
364980,차전지TOP10,KOSPI,9815.0,4,True,395.4543356375,True,14.661214953271017,False,-146.02143982517686,True,236.55690955,True,10.950654371472734
379800,미국S,KOSPI,22650.0,4,True,2595.329814825,False,1.4557670772676445,True,12.973098158263262,True,1907.209275,True,7.1417928204119185
379810,미국나스닥100,KOSPI,24380.0,4,True,1082.6103129125,False,3.2176121930567403,True,64.09035454726859,True,460.3136602,True,6.91556915218321
381170,미국테크TOP10,KOSPI,29250.0,4,True,504.6212142625,False,2.884277172001415,True,119.58020574214592,True,901.6537725,True,4.386536385131712
381180,미국필라델피아반도체나스닥,KOSPI,30320.0,4,True,647.0575448475,True,14.957345971563974,False,-95.89567731734557,True,567.8196192,True,23.8982677534735
390390,미국반도체,KOSPI,39970.0,4,True,346.01148009,True,15.543607088139222,False,-84.85207813952101,True,382.3498224,True,24.24513001520814
395160,반도체,KOSPI,27140.0,4,True,1340.0281115875,True,69.625,False,-216.41079952432983,True,573.525194,True,75.93131288904303
395270,반도체,KOSPI,33895.0,4,True,1585.5970341125,True,81.2566844919786,False,-335.25448325074535,True,1237.3803606,True,89.06523015393799
396500,반도체TOP10,KOSPI,33110.0,4,True,9334.839939,True,89.14595829762926,False,-267.85347215235765,True,4581.0429819,True,88.25656566805209
402340,스퀘어,KOSPI,562000.0,4,True,3631.0958065,True,100.0,False,-9768.219602637982,True,2591.62928,True,100.27832272250228
411060,금현물,KOSPI,33500.0,4,True,1055.2589957325,True,17.48202700333159,False,-96.58274020462483,True,547.19369,True,28.02604852378323
421320,우주항공,KOSPI,47990.0,4,True,411.37029297,False,111.59611992945324,True,190.2059455387166,True,267.8614639,True,76.30321655097418
434730,원자력iSelect,KOSPI,67085.0,4,True,624.1309389175,True,43.497326203208566,False,-305.0137483005476,True,363.42158305,True,49.68224457545498
442580,글로벌HBM반도체,KOSPI,63005.0,4,True,289.75212569,True,70.28378378378379,False,-379.9873378873333,True,364.83360275,True,85.4564523200601
444200,코리아메가테크액티브,KOSPI,43320.0,4,True,563.63324023,True,43.992022602625894,False,-337.53708666335547,True,236.9612664,True,49.59635402053151
445290,로봇액티브,KOSPI,32425.0,4,True,651.1979747675,True,32.56336876533115,False,-448.3359145543642,True,242.18654025,True,44.39331983287336
450080,에코프로머티,KOSPI,61900.0,4,True,1010.50384195,True,23.061630218687878,False,-645.1137584787051,True,438.300901,True,11.252898146983226
455850,반도체소부장,KOSPI,25935.0,4,True,1167.1082369525,True,62.959472196041474,False,-123.23374948968763,True,541.54951305,True,62.368507959562834
456600,글로벌AI인공지능액티브,KOSPI,41870.0,4,True,174.192530995,True,23.273958486677458,True,19.068512564692526,False,91.9226541,True,21.511972281224033
457190,이수스페셜티케미컬,KOSPI,89500.0,4,True,515.07946685,True,63.02367941712204,False,-2067.7434855124584,True,326.70543,True,52.966612259547595
457480,테슬라밸류체인액티브,KOSPI,21095.0,4,True,240.51227057,False,5.8454591068740624,True,37.753508627894206,True,223.2551354,True,12.632635005657011
462010,차전지소재Fn,KOSPI,6270.0,4,True,530.713021815,True,23.303834808259595,False,-125.60345340466188,True,244.0116591,True,26.704422024744765
463050,바이오액티브,KOSPI,20170.0,4,True,269.572624665,True,16.657027183342965,True,38.54770681455369,False,125.550182,True,24.543266744570523
465580,미국빅테크TOP7,KOSPI,21840.0,4,True,272.2895683175,False,3.164855928200283,True,90.8728866144831,True,534.5291952,True,5.276020566422579
466920,조선TOP3플러스,KOSPI,36890.0,4,True,1131.42338795,True,17.821782178217816,False,102.49590256719817,True,753.5332161,True,14.449346313980271
469150,반도체TOP3,KOSPI,46325.0,4,True,789.66322123,True,95.38169548713623,False,-252.20044595149602,True,352.31876525,True,96.23188190928431
471760,반도체핵심공정,KOSPI,19170.0,4,True,432.632780065,True,81.79231863442389,False,-62.96647412587663,True,227.3094252,True,67.61974712764282
471990,반도체핵심장비,KOSPI,24885.0,4,True,546.2773793625,True,68.71186440677965,False,-50.709486739363456,True,275.39905995,True,76.91533870560676
472150,배당커버드콜액티브,KOSPI,17490.0,4,True,595.1825006535,True,43.97431675996049,False,-147.48516590114122,True,407.7692058,True,44.49547821683162
475150,이터닉스,KOSPI,38450.0,4,True,1123.759343025,False,103.76258611552731,True,1104.280769734377,True,1073.1683375,True,70.9131965435084
486450,미국AI전력인프라,KOSPI,21315.0,4,True,49.448243365,True,12.125197264597576,True,23.459192016028766,False,12.494853,True,13.448263014748552
487230,미국AI전력핵심인프라,KOSPI,20120.0,4,True,454.819447625,True,23.503775090540778,False,-19.65699519514493,True,243.0783716,True,16.82660162622398
487240,전력핵심설비,KOSPI,30915.0,4,True,1688.454233705,True,38.07503349709691,False,-293.04640485534094,True,962.16476265,True,49.147701574336836
488080,반도체TOP10레버리지,KOSPI,42490.0,4,True,3389.795800995,True,212.31165012862917,False,-777.5737185347184,True,1930.5097805,True,173.65287625338362
489790,한화비전,KOSPI,78600.0,4,True,1407.028394,True,118.63699582753826,False,-538.3398253512178,True,478.864212,True,44.49127031908488
490480,방산,KOSPI,39170.0,4,True,121.537217185,True,65.27426160337552,True,142.57341083353617,False,62.5435224,True,44.595436402648645
494310,반도체레버리지,KOSPI,68495.0,4,True,3610.022823835,True,194.1593300407988,False,-1195.6356229556886,True,2845.2439428,True,164.08932654233644
494670,조선TOP10,KOSPI,29340.0,4,True,572.48324437,True,16.776119402985067,False,51.31603621477271,True,288.4001706,True,15.026232763462133
495050,코리아밸류업,KOSPI,24870.0,4,True,894.30584212,True,53.41434828203071,False,-291.47559055876366,True,234.852384,True,56.23876071942704
496770,글로벌방산,KOSPI,21525.0,4,True,20.1071919575,True,23.77803335250144,True,14.407289578328971,False,21.40037025,True,22.182945190802638
498400,타겟위클리커버드콜,KOSPI,17270.0,4,True,2092.9689989865,True,39.66841892438333,False,-195.22725781803746,True,1139.687021,True,42.692248266334644
000250,삼천당제약,KOSDAQ,730000.0,4,True,1952.100966,True,235.63218390804596,False,-7847.182025961942,True,1208.661,True,171.57283453215996
000440,중앙에너비스,KOSDAQ,31200.0,4,True,514.52415238,False,106.34920634920637,True,505.60152844134655,True,484.651128,True,88.94833898058737
005860,한일사료,KOSDAQ,4570.0,4,True,561.9546825775,False,55.178268251273344,True,71.6765793827131,True,1054.3953356,True,33.60815097428702
006910,보성파워텍,KOSDAQ,12090.0,4,True,1962.685898075,True,145.98168870803661,False,45.182314883186564,True,4986.2695116,True,130.80117023256705
010170,대한광통신,KOSDAQ,7270.0,4,True,1736.1408622075,False,250.5303760848602,True,322.36995184561204,True,1264.8290748,True,265.72359948486803
010280,아이티센엔텍,KOSDAQ,1140.0,4,True,10.162153364,True,19.371727748691093,True,0.49433250857749833,False,3.6958686,True,8.295018429152258
019210,와이지-원,KOSDAQ,12860.0,4,True,169.410777975,False,151.66340508806263,True,321.6079838411698,True,233.2504362,True,107.90054400103469
023900,풍국주정,KOSDAQ,9950.0,4,True,32.922458615,True,13.714285714285722,True,96.9185614495957,False,29.7297045,True,7.186331857501438
024060,흥구석유,KOSDAQ,23550.0,4,True,3567.46219916,True,102.31958762886597,False,-212.74656534364567,True,889.1413185,True,73.59511427423607
024740,한일단조,KOSDAQ,3435.0,4,True,211.4635950075,False,65.14423076923077,True,39.704934203499676,True,457.8910647,True,51.93568719383413
027360,아주IB투자,KOSDAQ,6330.0,4,True,562.7494981525,False,161.03092783505156,True,77.23235940415833,True,1348.96731,True,124.97627619836295
030530,원익홀딩스,KOSDAQ,31800.0,4,True,532.982873225,True,19.774011299435035,False,36.022306123754106,True,230.957358,True,52.726748793314606
031980,피에스케이홀딩스,KOSDAQ,110000.0,4,True,347.51821635,False,169.60784313725492,True,331.08384860822116,True,339.361,True,126.09553564087807
032500,케이엠더블유,KOSDAQ,26000.0,4,True,155.10146621,False,80.93249826026442,True,861.5433865667464,True,256.87428,True,79.22629387597541
032820,우리기술,KOSDAQ,24000.0,4,True,7181.18683745,False,560.2475928473177,True,577.988856388351,True,8991.45384,True,329.0253527169371
033160,엠케이전자,KOSDAQ,16010.0,4,True,128.15066404,False,98.14356435643565,True,617.2736761570284,True,451.3350282,True,81.55426782940023
036170,에이치엠넥스,KOSDAQ,5250.0,4,True,142.5648812755,False,528.7425149700598,True,265.52263145975996,True,357.0291375,True,336.06643160609497
036830,솔브레인홀딩스,KOSDAQ,54500.0,4,True,85.10697355,True,46.70255720053835,True,134.57552789420242,False,40.922415,True,28.22775130874655
036890,진성티이씨,KOSDAQ,16330.0,4,True,56.412282345,True,27.279812938425565,True,191.39201307150444,False,83.1925318,True,27.509389469738977
036930,주성엔지니어링,KOSDAQ,64100.0,4,True,1233.2098975,False,138.73370577281193,True,6.7824565363507645,True,583.163211,True,90.9485615555903
038500,삼표시멘트,KOSDAQ,17100.0,4,True,2324.63035249,True,282.5503355704698,False,-30.587278479378938,True,900.688122,True,226.40128269977762
039030,이오테크닉스,KOSDAQ,410000.0,4,True,663.011493,True,72.9957805907173,False,-2966.4979457207555,True,250.4075,True,61.56616725644886
039560,다산네트웍스,KOSDAQ,4480.0,4,True,38.0868403325,True,47.36842105263157,True,63.420115018734194,False,58.0490624,True,38.53991913350703
041020,폴라리스오피스,KOSDAQ,4890.0,4,True,112.3029650025,True,47.289156626506035,True,102.13547578326273,True,1298.7131439,False,-6.594718494818775
041910,폴라리스AI파마,KOSDAQ,8920.0,4,True,167.166709665,False,52.218430034129696,True,213.52854998332575,True,2299.3496104,True,29.90039028368381
042520,한스바이오메드,KOSDAQ,40100.0,4,True,114.7679307,True,79.8206278026906,False,-1360.2650106268338,True,216.433334,True,83.7308823664171
043260,성호전자,KOSDAQ,46800.0,4,True,1087.906951875,False,763.4686346863468,True,1777.8436655491332,True,683.277192,True,577.9101247615364
044490,태웅,KOSDAQ,44800.0,4,True,300.98450935,False,83.23108384458078,True,1267.9413967933424,True,247.319296,True,41.57837769508505
046120,오르비텍,KOSDAQ,10000.0,4,True,544.733468945,False,161.43790849673204,True,355.1598321452302,True,1730.9512,True,142.5800817494875
048410,현대바이오,KOSDAQ,15750.0,4,True,1197.025710265,True,224.40782698249228,False,-247.27010259033977,True,415.3651425,True,135.97008049201636
050890,쏠리드,KOSDAQ,12340.0,4,True,708.779543515,False,76.28571428571429,True,478.1235783382863,True,327.4978002,True,66.88868903119358
051370,인터플렉스,KOSDAQ,12620.0,4,True,36.73310475,True,30.371900826446275,True,65.16370735393912,False,27.7497394,True,28.468104382879723
058610,에스피지,KOSDAQ,126800.0,4,True,664.4620558,True,81.14285714285714,False,-1970.7996321620462,True,256.342684,True,126.38713449770353
064760,티씨케이,KOSDAQ,242500.0,4,True,255.82923725,True,75.09025270758123,False,-427.4818499620069,True,210.531225,True,66.07712142120926
